x,y,class,gene,nucleus
560.86,1634.84,Myoepithelial / muscle,Other,Cytoplasmic
4032.12,1871.47,Other,Other,Cytoplasmic
410.36,2522.77,Tumour epithelial,TACSTD2,Nuclear
7188.02,2054.99,Other,SCD,Cytoplasmic
1235.13,4656.46,Tumour epithelial,FOXA1,Cytoplasmic
727.64,1528.18,Tumour epithelial,ERBB2,Cytoplasmic
3493.59,2439.89,Other,Other,Nuclear
6350.41,5111.63,Fibroblast / stroma,LUM,Cytoplasmic
427.99,3988.66,Tumour epithelial,ERBB2,Cytoplasmic
4796.57,2567.54,Other,Other,Cytoplasmic
6612.16,4837.66,Other,Other,Cytoplasmic
687.33,2138.28,Other,SCD,Cytoplasmic
4159.47,2172.08,Tumour epithelial,Other,Cytoplasmic
2791.34,1102.04,Tumour epithelial,ERBB2,Nuclear
1848.15,692.52,Immune,Other,Nuclear
2481.64,3996.1,Immune,Other,Cytoplasmic
4389.16,4822.49,Fibroblast / stroma,Other,Nuclear
3391.93,4460.05,Fibroblast / stroma,Other,Nuclear
884.74,2779.75,Other,Other,Cytoplasmic
4367.22,3895.13,Other,Other,Cytoplasmic
4425.15,3376.53,Fibroblast / stroma,POSTN,Nuclear
6801.83,4750.64,Fibroblast / stroma,Other,Cytoplasmic
289.16,3322.1,Tumour epithelial,Other,Nuclear
3401.88,1712,Other,Other,Cytoplasmic
4615.46,730.53,Immune,Other,Cytoplasmic
718.94,4216.17,Other,CCND1,Nuclear
5323.69,3299.39,Tumour epithelial,FOXA1,Nuclear
5658.31,1210.35,Tumour epithelial,Other,Cytoplasmic
7299.35,3485.45,Tumour epithelial,Other,Nuclear
7472.01,3711.19,Other,Other,Nuclear
6007.61,3215.6,Tumour epithelial,Other,Nuclear
5721.65,1247.34,Other,Other,Nuclear
5533.02,3278.39,Tumour epithelial,KRT7,Nuclear
718.65,2681.45,Other,Other,Cytoplasmic
5970.17,2182.2,Fibroblast / stroma,Other,Cytoplasmic
656.7,4259.8,Tumour epithelial,TACSTD2,Cytoplasmic
5551.05,4817.21,Myoepithelial / muscle,Other,Nuclear
2864.33,705.43,Other,Other,Cytoplasmic
3673.43,1121.15,Other,Other,Cytoplasmic
5040.01,2391.6,Other,Other,Cytoplasmic
3008.5,1104.99,Immune,Other,Nuclear
6518.97,2588.79,Other,Other,Nuclear
5947.19,2348.86,Other,Other,Cytoplasmic
699.57,3148.86,Other,Other,Nuclear
5834.17,5185.22,Other,SCD,Cytoplasmic
2914.43,1110.47,Tumour epithelial,Other,Nuclear
5108.18,3157.79,Endothelial / vascular,Other,Nuclear
5140.8,2915.71,Fibroblast / stroma,Other,Nuclear
1480.95,3011.08,Immune,Other,Nuclear
5905.46,4350.88,Tumour epithelial,Other,Nuclear
1703.66,709.29,Other,Other,Cytoplasmic
6840.29,2678.82,Tumour epithelial,ANKRD30A,Nuclear
4214.93,3682.59,Other,Other,Nuclear
5238.08,1406.77,Other,Other,Cytoplasmic
6804.38,1402.5,Fibroblast / stroma,Other,Cytoplasmic
7082.76,2865.69,Tumour epithelial,ERBB2,Nuclear
7384.79,1753.6,Fibroblast / stroma,Other,Nuclear
854.79,2496.64,Adipocyte,Other,Nuclear
7390.01,2006,Tumour epithelial,ANKRD30A,Nuclear
730.14,4232.54,Tumour epithelial,Other,Cytoplasmic
2163.21,741.21,Tumour epithelial,Other,Cytoplasmic
591.78,3884.76,Other,Other,Cytoplasmic
1669.69,1806.6,Tumour epithelial,ERBB2,Nuclear
1394.48,2299.52,Other,Other,Nuclear
6936.25,2101.45,Immune,Other,Cytoplasmic
3344.64,4307.89,Endothelial / vascular,Other,Cytoplasmic
2925.15,1226.4,Other,CCND1,Cytoplasmic
1862.54,5052.16,Other,SCD,Cytoplasmic
2511.72,727.16,Tumour epithelial,ERBB2,Cytoplasmic
1589.99,2464.06,Fibroblast / stroma,POSTN,Cytoplasmic
3643.38,2431.76,Myoepithelial / muscle,Other,Cytoplasmic
481.41,428.67,Other,CCND1,Nuclear
3560.99,1097.63,Other,Other,Nuclear
1429.89,371.16,Immune,Other,Nuclear
7431.04,2063.41,Other,Other,Nuclear
1061.84,3790.75,Other,Other,Cytoplasmic
7019.9,2617.67,Tumour epithelial,Other,Cytoplasmic
1196.5,1160.49,Adipocyte,Other,Cytoplasmic
6165.72,4366.22,Immune,Other,Nuclear
5075.53,1193.15,Tumour epithelial,Other,Nuclear
5557.48,4224.37,Other,Other,Cytoplasmic
2627.34,3243.96,Immune,Other,Nuclear
6547.21,2701.16,Other,SCD,Cytoplasmic
6938.38,4985.09,Other,Other,Cytoplasmic
889.17,2159.91,Tumour epithelial,FOXA1,Nuclear
2886.2,3490.77,Other,Other,Cytoplasmic
3150.01,4159.75,Other,Other,Nuclear
2865.19,3229.45,Fibroblast / stroma,Other,Nuclear
3474.15,1424.44,Tumour epithelial,ERBB2,Nuclear
3458,2202.15,Fibroblast / stroma,Other,Nuclear
1386.21,4664.56,Tumour epithelial,Other,Nuclear
898.71,1085.84,Other,SCD,Cytoplasmic
2465.33,1435.64,Tumour epithelial,EPCAM,Cytoplasmic
1786.42,1495.14,Other,Other,Cytoplasmic
2641.21,758.63,Other,SCD,Nuclear
1171.84,2693.21,Tumour epithelial,GATA3,Cytoplasmic
5434.87,225.81,Other,Other,Cytoplasmic
356.02,2165.1,Other,Other,Nuclear
1900.73,1291.09,Tumour epithelial,GATA3,Cytoplasmic
4004.06,2430.16,Other,Other,Cytoplasmic
265.34,3887.57,Tumour epithelial,Other,Cytoplasmic
2381.73,1091.75,Tumour epithelial,ERBB2,Cytoplasmic
2978.26,1769.42,Other,Other,Cytoplasmic
2342.51,5273.85,Other,Other,Cytoplasmic
81.11,762.38,Other,Other,Cytoplasmic
1749.16,1362.37,Tumour epithelial,GATA3,Cytoplasmic
133.73,981.55,Other,Other,Cytoplasmic
2636.06,3678.14,Other,Other,Cytoplasmic
3354.28,426.9,Immune,Other,Cytoplasmic
7042.47,2132.19,Other,Other,Cytoplasmic
6700.93,4068.29,Tumour epithelial,Other,Nuclear
3369.09,4666.83,Other,Other,Nuclear
6617.05,4008.2,Other,CCND1,Cytoplasmic
3620.25,3561.75,Fibroblast / stroma,Other,Cytoplasmic
4289.45,380.06,Myoepithelial / muscle,Other,Nuclear
3177.48,1317.47,Other,SCD,Nuclear
6645.27,2531.22,Myoepithelial / muscle,Other,Cytoplasmic
6831.32,3494.51,Myoepithelial / muscle,Other,Nuclear
802.51,3264.15,Immune,Other,Nuclear
6991.31,5360.64,Tumour epithelial,Other,Cytoplasmic
5137.54,4604,Immune,Other,Cytoplasmic
1066.1,3430.98,Other,Other,Cytoplasmic
6550.74,3933.47,Immune,Other,Cytoplasmic
3057.26,1805.25,Tumour epithelial,EPCAM,Cytoplasmic
6384.01,4485.41,Other,Other,Cytoplasmic
4583.41,832.55,Other,Other,Cytoplasmic
2713.08,3048.32,Tumour epithelial,GATA3,Cytoplasmic
7509.63,267.87,Tumour epithelial,ERBB2,Nuclear
307.12,4817.98,Immune,Other,Nuclear
4563.95,1832.43,Fibroblast / stroma,Other,Cytoplasmic
5890.02,1011.89,Tumour epithelial,ERBB2,Cytoplasmic
2178.68,1736.5,Tumour epithelial,Other,Nuclear
327.87,2507.01,Other,Other,Nuclear
5190.97,1026.8,Tumour epithelial,GATA3,Cytoplasmic
3536.19,1347.19,Tumour epithelial,ERBB2,Nuclear
7409.84,2288.61,Other,Other,Cytoplasmic
739.87,2865.74,Myoepithelial / muscle,Other,Cytoplasmic
5947.78,3282.05,Tumour epithelial,FOXA1,Cytoplasmic
5213.93,1429.42,Other,CCND1,Cytoplasmic
232.86,5022.72,Fibroblast / stroma,POSTN,Cytoplasmic
5070.74,377.38,Tumour epithelial,GATA3,Nuclear
7166.03,2187.5,Immune,Other,Nuclear
7449.95,4753.69,Fibroblast / stroma,Other,Cytoplasmic
1716.03,652.03,Tumour epithelial,ERBB2,Nuclear
4682,800.61,Tumour epithelial,GATA3,Cytoplasmic
4719.64,3422.9,Fibroblast / stroma,Other,Nuclear
1060.74,1642.12,Tumour epithelial,Other,Nuclear
4969.32,3689.92,Endothelial / vascular,Other,Nuclear
60.17,2897.64,Endothelial / vascular,Other,Cytoplasmic
7178.94,4120.9,Fibroblast / stroma,Other,Nuclear
1469.93,863.87,Other,Other,Cytoplasmic
7450.4,743.1,Immune,Other,Cytoplasmic
4505.1,4611.42,Other,POLR2J3,Nuclear
357.5,3537.7,Tumour epithelial,TACSTD2,Cytoplasmic
3730.12,3005.11,Tumour epithelial,Other,Cytoplasmic
2111.15,2346.69,Immune,Other,Cytoplasmic
6657.86,1479.87,Other,Other,Cytoplasmic
6006.26,3133.62,Tumour epithelial,ANKRD30A,Nuclear
720.15,3141.31,Tumour epithelial,Other,Nuclear
2811.96,1562.81,Tumour epithelial,GATA3,Cytoplasmic
662.61,3138.3,Tumour epithelial,KRT7,Nuclear
3601.25,4247.23,Other,Other,Cytoplasmic
5658.16,3759.23,Other,Other,Cytoplasmic
4704.76,3542.83,Tumour epithelial,ERBB2,Cytoplasmic
2320.14,4511.72,Fibroblast / stroma,LUM,Cytoplasmic
775.53,5274.99,Tumour epithelial,KRT7,Nuclear
5098.85,405.78,Immune,Other,Nuclear
2742.1,2966.32,Other,Other,Cytoplasmic
1083.68,4743.41,Other,Other,Nuclear
4838.41,2908.73,Immune,Other,Cytoplasmic
984.38,2715.85,Other,Other,Nuclear
575.21,5410.09,Other,Other,Nuclear
3536.24,3987.37,Fibroblast / stroma,POSTN,Cytoplasmic
6681.43,2032.75,Other,Other,Nuclear
6836.17,5077.02,Other,Other,Cytoplasmic
6.91,5233.2,Other,Other,Cytoplasmic
1001.05,2435.51,Other,Other,Cytoplasmic
6682.97,2870.24,Fibroblast / stroma,Other,Cytoplasmic
4178.2,4795.06,Other,Other,Cytoplasmic
1883.47,1025.99,Tumour epithelial,Other,Cytoplasmic
6159.5,3688.99,Immune,Other,Nuclear
3119.37,1271.67,Tumour epithelial,ERBB2,Cytoplasmic
3327.31,4504.4,Fibroblast / stroma,Other,Cytoplasmic
5538.77,1571.09,Fibroblast / stroma,LUM,Cytoplasmic
3278.56,2451.93,Fibroblast / stroma,POSTN,Cytoplasmic
2048.2,3621.73,Other,Other,Cytoplasmic
421.41,3838.04,Tumour epithelial,EPCAM,Cytoplasmic
3422.79,2492.83,Other,Other,Cytoplasmic
1489.25,3940.78,Adipocyte,Other,Cytoplasmic
4883.46,1746.01,Immune,Other,Nuclear
1147.27,325.22,Tumour epithelial,FOXA1,Nuclear
3589.06,3511.51,Endothelial / vascular,Other,Cytoplasmic
1017.1,2455.23,Tumour epithelial,Other,Nuclear
2854.44,895.07,Other,Other,Nuclear
4441.73,2887.08,Other,Other,Nuclear
6221.96,5209.34,Immune,Other,Cytoplasmic
1688.51,2729.23,Immune,Other,Cytoplasmic
279.78,3980.5,Fibroblast / stroma,LUM,Cytoplasmic
2449.72,4523.8,Fibroblast / stroma,POSTN,Cytoplasmic
710.76,4420.91,Tumour epithelial,FOXA1,Nuclear
186.78,3020.67,Tumour epithelial,FOXA1,Cytoplasmic
2443.49,2285.86,Tumour epithelial,ERBB2,Cytoplasmic
5346.34,585.43,Fibroblast / stroma,POSTN,Cytoplasmic
658.49,708.53,Other,CCND1,Nuclear
1923.3,2653.53,Myoepithelial / muscle,Other,Nuclear
3649.41,1174.97,Tumour epithelial,ERBB2,Cytoplasmic
1090.28,990.07,Other,Other,Nuclear
5366.8,1428.04,Other,Other,Cytoplasmic
5501.17,963.28,Tumour epithelial,Other,Cytoplasmic
6743.4,4776.35,Other,Other,Cytoplasmic
586.83,4426.79,Other,Other,Nuclear
1307.81,4803.81,Fibroblast / stroma,LUM,Cytoplasmic
2620.17,1182.95,Other,Other,Cytoplasmic
3163.9,3368.06,Fibroblast / stroma,Other,Cytoplasmic
4805.43,4150.74,Immune,Other,Cytoplasmic
4789.22,3028.67,Other,Other,Cytoplasmic
2107.92,3348.29,Myoepithelial / muscle,Other,Cytoplasmic
2228.87,1330.82,Other,Other,Cytoplasmic
2998.73,448.29,Tumour epithelial,ERBB2,Cytoplasmic
4676.82,1712.11,Fibroblast / stroma,Other,Cytoplasmic
1223.16,3515.92,Other,Other,Cytoplasmic
5630.75,417.18,Tumour epithelial,ANKRD30A,Nuclear
3254.52,1311.05,Tumour epithelial,ERBB2,Cytoplasmic
1043.58,2585.37,Other,Other,Cytoplasmic
603.68,4959.9,Other,Other,Cytoplasmic
644.49,3317.89,Other,Other,Cytoplasmic
1355.61,4451.97,Other,Other,Cytoplasmic
983.82,3680.95,Tumour epithelial,ERBB2,Nuclear
271.98,3159.14,Fibroblast / stroma,POSTN,Cytoplasmic
6025.5,3081.53,Tumour epithelial,Other,Nuclear
2318.98,2068.02,Tumour epithelial,ERBB2,Cytoplasmic
4795.63,1130.51,Endothelial / vascular,Other,Cytoplasmic
1078.47,1130.24,Immune,Other,Cytoplasmic
2521.86,602.41,Tumour epithelial,ANKRD30A,Nuclear
1434.3,4949.15,Tumour epithelial,EPCAM,Cytoplasmic
7137.91,3706.01,Fibroblast / stroma,Other,Cytoplasmic
1246.26,2445.2,Fibroblast / stroma,POSTN,Cytoplasmic
4405.59,3482.81,Fibroblast / stroma,Other,Cytoplasmic
2816.1,528.89,Tumour epithelial,ERBB2,Cytoplasmic
5281.62,3941.18,Fibroblast / stroma,Other,Cytoplasmic
6464.77,3244.63,Other,Other,Cytoplasmic
2129.05,2935.53,Tumour epithelial,KRT7,Cytoplasmic
4241.81,912.49,Tumour epithelial,ANKRD30A,Cytoplasmic
4603.45,315.25,Immune,Other,Nuclear
1252.72,3250.48,Other,Other,Nuclear
6264.18,4778.08,Immune,Other,Cytoplasmic
3966.26,4271.24,Fibroblast / stroma,POSTN,Cytoplasmic
4067.98,1891.35,Fibroblast / stroma,Other,Cytoplasmic
5368.26,3498.57,Tumour epithelial,Other,Nuclear
6296.41,4460.78,Other,Other,Cytoplasmic
7054.53,1337.57,Other,SCD,Cytoplasmic
1443.79,2311.63,Tumour epithelial,ERBB2,Cytoplasmic
7035.59,2280.73,Other,Other,Cytoplasmic
314.53,4408.29,Tumour epithelial,ERBB2,Cytoplasmic
6360.68,532.86,Fibroblast / stroma,Other,Cytoplasmic
4324.96,5305.35,Other,Other,Cytoplasmic
3469.35,3987.5,Tumour epithelial,ERBB2,Cytoplasmic
789.84,3439.47,Tumour epithelial,ERBB2,Cytoplasmic
2085.99,3485.02,Immune,Other,Cytoplasmic
2906.56,3160.24,Other,Other,Cytoplasmic
839.21,934.85,Other,SCD,Nuclear
2646.32,3413.74,Other,Other,Nuclear
4527.02,3585.93,Tumour epithelial,Other,Cytoplasmic
5857.98,2388.6,Other,Other,Cytoplasmic
803.79,2356.03,Tumour epithelial,Other,Nuclear
6837.43,637.52,Other,Other,Nuclear
936.3,3229.84,Tumour epithelial,Other,Cytoplasmic
3500.18,1337.35,Other,Other,Cytoplasmic
1817.62,2934.75,Other,Other,Nuclear
1401.52,4652.72,Other,Other,Nuclear
2350.38,554.39,Tumour epithelial,KRT7,Nuclear
5674.56,5049.04,Fibroblast / stroma,Other,Nuclear
2704.81,4608.54,Other,Other,Cytoplasmic
4374.55,4841.78,Fibroblast / stroma,Other,Cytoplasmic
1310.95,1079.14,Other,Other,Nuclear
626.84,2025,Other,Other,Nuclear
6974.42,4139.09,Adipocyte,Other,Nuclear
4502.55,775.86,Other,Other,Cytoplasmic
7178.44,5458.35,Other,Other,Cytoplasmic
3545.59,4971.24,Fibroblast / stroma,Other,Cytoplasmic
5779.97,4410.29,Immune,Other,Nuclear
3077.74,1655.16,Fibroblast / stroma,Other,Nuclear
5425.3,1607.09,Immune,Other,Nuclear
1228.8,2389.13,Other,Other,Nuclear
6502.91,817.35,Fibroblast / stroma,LUM,Cytoplasmic
5278.42,3066.84,Other,Other,Cytoplasmic
3205.07,1321.95,Tumour epithelial,Other,Nuclear
588.2,606,Tumour epithelial,Other,Nuclear
4253.97,4139.36,Immune,Other,Nuclear
6397.55,4633.68,Immune,Other,Nuclear
5427.4,3517.08,Tumour epithelial,GATA3,Nuclear
236.76,885.41,Other,Other,Nuclear
1047.38,706.47,Other,Other,Nuclear
616.81,1459.89,Tumour epithelial,KRT7,Cytoplasmic
2750.15,3826.5,Immune,Other,Cytoplasmic
1335.8,3117.97,Other,Other,Nuclear
6883.28,1615.69,Tumour epithelial,KRT7,Cytoplasmic
5353.97,3217.03,Tumour epithelial,Other,Nuclear
7081.13,833.44,Fibroblast / stroma,Other,Cytoplasmic
6222.12,3583.59,Other,Other,Cytoplasmic
2924.97,1159.43,Other,Other,Cytoplasmic
1010.69,3633.59,Other,Other,Cytoplasmic
4171.97,5040.83,Tumour epithelial,Other,Nuclear
940.02,637.6,Other,Other,Cytoplasmic
2922.58,796.01,Tumour epithelial,Other,Cytoplasmic
5700.12,4095.23,Immune,Other,Cytoplasmic
329.53,3145.4,Other,Other,Cytoplasmic
2813.52,3641.53,Fibroblast / stroma,LUM,Cytoplasmic
6967.86,5463.88,Other,Other,Cytoplasmic
7226.53,2508.03,Fibroblast / stroma,Other,Cytoplasmic
1284.97,2131.2,Fibroblast / stroma,Other,Cytoplasmic
6647.58,4108.6,Other,Other,Cytoplasmic
3981.39,3932.55,Immune,Other,Cytoplasmic
16.72,3403.38,Other,Other,Cytoplasmic
7003.45,2177.3,Myoepithelial / muscle,Other,Nuclear
5878.7,3559.08,Tumour epithelial,Other,Cytoplasmic
5440.49,3647.84,Other,Other,Nuclear
2784.8,805.03,Other,Other,Cytoplasmic
1497.14,2032.5,Other,Other,Cytoplasmic
6039.83,728.1,Tumour epithelial,GATA3,Cytoplasmic
4072.6,1917.38,Fibroblast / stroma,POSTN,Nuclear
6358.2,2412.1,Immune,Other,Cytoplasmic
3266.35,1212,Other,CCND1,Cytoplasmic
7109.97,4995.58,Fibroblast / stroma,LUM,Cytoplasmic
3287.95,1559.49,Other,Other,Nuclear
4937.08,3016.51,Fibroblast / stroma,Other,Cytoplasmic
6738.99,2669.8,Tumour epithelial,Other,Cytoplasmic
4875.05,3940.63,Other,Other,Cytoplasmic
3607.71,1701.46,Other,Other,Cytoplasmic
7125.16,4094.02,Tumour epithelial,Other,Cytoplasmic
2332.48,2185.92,Immune,Other,Nuclear
3247.9,4299,Other,Other,Cytoplasmic
6956.04,2778.85,Other,Other,Cytoplasmic
66.81,3889.59,Other,Other,Cytoplasmic
2198.33,3115.52,Tumour epithelial,FOXA1,Nuclear
7399,240.22,Adipocyte,Other,Cytoplasmic
7499.79,844.69,Other,Other,Cytoplasmic
5977.98,4508.77,Other,Other,Nuclear
6769.61,2748.24,Other,Other,Nuclear
6872.46,4360.11,Other,Other,Cytoplasmic
7129.24,1609.07,Other,SCD,Nuclear
5375.82,3904.15,Fibroblast / stroma,LUM,Cytoplasmic
1291.98,2057.06,Other,Other,Nuclear
497.03,4056.73,Other,CCND1,Nuclear
5439.14,3549.69,Tumour epithelial,ANKRD30A,Nuclear
4760.63,275.1,Other,Other,Nuclear
1012.07,3489.68,Other,Other,Cytoplasmic
5557.97,1192.47,Other,POLR2J3,Nuclear
1607.86,1993.71,Other,Other,Cytoplasmic
2563.8,1314.54,Other,Other,Cytoplasmic
7501.69,2188.5,Other,Other,Nuclear
5439.31,1878.37,Tumour epithelial,EPCAM,Cytoplasmic
3232.08,3982.42,Immune,Other,Cytoplasmic
5568.76,2059.74,Fibroblast / stroma,Other,Cytoplasmic
592.35,2906.28,Tumour epithelial,EPCAM,Cytoplasmic
6109.36,4870.35,Other,Other,Cytoplasmic
5553.31,4820.04,Other,Other,Nuclear
4142.16,3976.89,Other,Other,Cytoplasmic
3188.5,1513.11,Tumour epithelial,ERBB2,Cytoplasmic
969.29,2780.33,Other,Other,Cytoplasmic
775.65,2625.64,Tumour epithelial,EPCAM,Nuclear
7436.38,5006.19,Fibroblast / stroma,Other,Nuclear
3469.44,4481.62,Immune,Other,Cytoplasmic
5735.39,4291.02,Other,Other,Cytoplasmic
1805.69,1494.69,Tumour epithelial,ERBB2,Cytoplasmic
3644.59,1642.38,Tumour epithelial,Other,Nuclear
649.01,3685.89,Other,Other,Cytoplasmic
2823.98,4675.72,Immune,Other,Cytoplasmic
3202.02,4861.93,Fibroblast / stroma,Other,Cytoplasmic
7140.6,3332.36,Other,Other,Cytoplasmic
3338.47,4713.92,Immune,Other,Cytoplasmic
526.53,33.82,Other,Other,Cytoplasmic
4882.12,3309.64,Immune,Other,Cytoplasmic
3069.35,1299.49,Tumour epithelial,ERBB2,Nuclear
752.1,1158.71,Other,Other,Cytoplasmic
5862.81,2816.09,Other,Other,Nuclear
1037.53,1928.39,Tumour epithelial,Other,Nuclear
3431.1,4094.45,Tumour epithelial,ERBB2,Cytoplasmic
1504.53,2991.1,Other,Other,Cytoplasmic
135.65,4277.88,Immune,Other,Nuclear
557.27,3119.44,Other,Other,Nuclear
5612.15,5058.54,Other,CCND1,Cytoplasmic
170.9,2020.85,Fibroblast / stroma,LUM,Cytoplasmic
152.7,2856.09,Other,Other,Cytoplasmic
3556.55,1057.86,Tumour epithelial,ERBB2,Nuclear
7429.99,3997.36,Other,Other,Cytoplasmic
3250.62,1258.17,Tumour epithelial,KRT7,Nuclear
6229.43,1092.78,Tumour epithelial,FOXA1,Cytoplasmic
444.92,5399.83,Fibroblast / stroma,Other,Nuclear
94.38,4842.92,Tumour epithelial,ERBB2,Nuclear
5822.19,3959.35,Other,Other,Nuclear
455.56,3960.61,Myoepithelial / muscle,Other,Cytoplasmic
4557.98,1351.26,Fibroblast / stroma,Other,Cytoplasmic
7071.59,3496.72,Tumour epithelial,GATA3,Cytoplasmic
3570.15,1717.92,Other,CCND1,Nuclear
5575.11,1104.57,Myoepithelial / muscle,Other,Cytoplasmic
2178.92,2654.18,Fibroblast / stroma,Other,Cytoplasmic
904.17,804.99,Other,CCND1,Cytoplasmic
2682.27,5317.29,Fibroblast / stroma,LUM,Cytoplasmic
1577.05,520.6,Myoepithelial / muscle,Other,Nuclear
6235.92,3746.76,Tumour epithelial,TACSTD2,Nuclear
7189.66,1235.17,Tumour epithelial,ERBB2,Nuclear
7380.64,731.33,Fibroblast / stroma,LUM,Cytoplasmic
7178.59,4481.52,Fibroblast / stroma,LUM,Cytoplasmic
5490.91,551.26,Other,CCND1,Cytoplasmic
151.11,3955.86,Other,Other,Nuclear
5181.29,3998.25,Adipocyte,Other,Cytoplasmic
1085.87,1492.07,Tumour epithelial,TACSTD2,Cytoplasmic
774.85,4075.03,Other,Other,Nuclear
3221.62,3016.97,Other,Other,Cytoplasmic
808.01,1895.45,Tumour epithelial,KRT7,Cytoplasmic
932.05,2764.49,Other,Other,Cytoplasmic
1036.34,3154.52,Tumour epithelial,Other,Nuclear
7097.6,1247.36,Tumour epithelial,TACSTD2,Cytoplasmic
742.57,453.49,Immune,Other,Cytoplasmic
3338.91,1575.18,Tumour epithelial,ERBB2,Nuclear
2935.53,2005.03,Other,POLR2J3,Cytoplasmic
3718.19,3382.57,Other,Other,Cytoplasmic
3844.73,2576.98,Other,Other,Cytoplasmic
6789.8,4888.44,Tumour epithelial,ERBB2,Cytoplasmic
6636.49,4904.06,Other,Other,Cytoplasmic
1161.42,674.78,Tumour epithelial,ANKRD30A,Nuclear
6113.23,616.57,Tumour epithelial,ERBB2,Cytoplasmic
6729.06,1879.26,Tumour epithelial,Other,Cytoplasmic
6863.86,2560.08,Other,SCD,Cytoplasmic
2795.96,2770.84,Other,Other,Nuclear
7035.63,3995.5,Other,Other,Nuclear
2934.4,3138.15,Fibroblast / stroma,LUM,Cytoplasmic
5912.14,665.58,Immune,Other,Cytoplasmic
2484.49,3288.18,Other,Other,Cytoplasmic
6841.87,3371.23,Other,Other,Cytoplasmic
1514.56,3901.84,Fibroblast / stroma,POSTN,Cytoplasmic
5872.55,819.54,Fibroblast / stroma,Other,Cytoplasmic
4003.13,1950.31,Fibroblast / stroma,Other,Cytoplasmic
6390.53,3446.97,Tumour epithelial,FOXA1,Nuclear
1326.53,3045.41,Other,SCD,Cytoplasmic
3753.75,974.73,Tumour epithelial,ERBB2,Cytoplasmic
1128.18,2079.43,Other,Other,Nuclear
7415.77,1972.52,Immune,Other,Nuclear
2888.1,4322.74,Fibroblast / stroma,LUM,Nuclear
4033.5,4385.89,Fibroblast / stroma,LUM,Cytoplasmic
2274.32,2860.71,Fibroblast / stroma,POSTN,Nuclear
1441.34,3841.1,Fibroblast / stroma,Other,Cytoplasmic
323.66,5177.65,Tumour epithelial,Other,Cytoplasmic
2052.85,560.41,Tumour epithelial,GATA3,Nuclear
3751.69,3157.44,Other,Other,Nuclear
2141.42,1220.68,Tumour epithelial,EPCAM,Cytoplasmic
2504.97,5292.47,Tumour epithelial,KRT7,Nuclear
1308.88,4789.06,Other,CCND1,Nuclear
2521.53,5389.85,Other,Other,Cytoplasmic
1316.13,2028.72,Tumour epithelial,GATA3,Nuclear
3552.86,4202.76,Other,Other,Cytoplasmic
1571.16,3599.2,Tumour epithelial,KRT7,Cytoplasmic
554.5,1184.93,Fibroblast / stroma,Other,Nuclear
2012.68,3452.51,Immune,Other,Cytoplasmic
5414.52,127.79,Tumour epithelial,ERBB2,Nuclear
7023.88,5449.96,Other,Other,Nuclear
2866.54,689.46,Tumour epithelial,Other,Cytoplasmic
6428.72,1730.85,Endothelial / vascular,Other,Nuclear
6010.35,3471.74,Tumour epithelial,Other,Nuclear
6678.67,4106.9,Tumour epithelial,Other,Nuclear
401.33,4565.05,Fibroblast / stroma,POSTN,Cytoplasmic
7449.8,1242.64,Immune,Other,Nuclear
1118.18,1777.12,Other,CCND1,Nuclear
3402.53,1788.58,Tumour epithelial,KRT7,Nuclear
5290.43,2335.01,Other,Other,Cytoplasmic
7462.66,2888.55,Other,Other,Cytoplasmic
2448.64,3210.74,Fibroblast / stroma,POSTN,Cytoplasmic
2274.52,1002.52,Other,Other,Nuclear
6085.08,3394.46,Tumour epithelial,ANKRD30A,Cytoplasmic
5831.17,2535.54,Other,Other,Cytoplasmic
2499.84,4605.05,Fibroblast / stroma,Other,Cytoplasmic
1453.2,2012.64,Myoepithelial / muscle,Other,Nuclear
1852.91,806.3,Other,Other,Cytoplasmic
1100.93,1920.1,Tumour epithelial,EPCAM,Nuclear
1172.19,339.95,Immune,Other,Nuclear
3777.57,2769.82,Myoepithelial / muscle,Other,Nuclear
749.68,575.4,Tumour epithelial,KRT7,Nuclear
861.59,1611.51,Fibroblast / stroma,Other,Cytoplasmic
3050.12,2678.53,Other,SCD,Cytoplasmic
484.1,743.65,Other,Other,Cytoplasmic
1154.43,1360.87,Tumour epithelial,Other,Nuclear
264.63,696.62,Endothelial / vascular,Other,Nuclear
888.87,2992.53,Tumour epithelial,KRT7,Cytoplasmic
875.57,594.45,Other,Other,Cytoplasmic
6840.77,3133.75,Other,Other,Nuclear
6603.18,5097.75,Immune,Other,Cytoplasmic
6178.14,2528.56,Other,Other,Cytoplasmic
1430.59,3278.51,Other,Other,Nuclear
3417.48,1376.61,Other,Other,Nuclear
6879.76,494.51,Other,SCD,Cytoplasmic
329.19,4099.22,Other,Other,Nuclear
5195.14,3029.95,Other,Other,Cytoplasmic
1332.32,3248.09,Other,Other,Cytoplasmic
2631.93,3999.22,Fibroblast / stroma,POSTN,Cytoplasmic
5644.43,4069.21,Fibroblast / stroma,LUM,Nuclear
3645.26,3961.3,Fibroblast / stroma,Other,Cytoplasmic
5988.79,2879.68,Other,Other,Cytoplasmic
2814.21,3184.02,Other,Other,Nuclear
269.31,1002.21,Fibroblast / stroma,POSTN,Cytoplasmic
5824.89,342.71,Fibroblast / stroma,LUM,Cytoplasmic
2926.23,2226.55,Other,Other,Cytoplasmic
450.99,3319.46,Immune,Other,Cytoplasmic
