x,y,class,gene,nucleus
5295.41,4714.61,Other,POLR2J3,Nuclear
2736.73,1781.62,Tumour epithelial,ANKRD30A,Cytoplasmic
4265.95,3647.57,Tumour epithelial,Other,Nuclear
298.37,1791.41,Other,Other,Cytoplasmic
3804.7,2453.95,Tumour epithelial,ERBB2,Cytoplasmic
3158.29,999.4,Tumour epithelial,Other,Cytoplasmic
1789.54,1577.21,Tumour epithelial,KRT7,Cytoplasmic
7327.78,237.75,Other,Other,Cytoplasmic
523.97,1406.36,Tumour epithelial,EPCAM,Cytoplasmic
2485.8,2330.45,Other,CCND1,Cytoplasmic
481.69,1702.04,Endothelial / vascular,Other,Nuclear
5209.12,4989.3,Immune,Other,Cytoplasmic
608.14,546.65,Other,Other,Nuclear
3597.64,3425.12,Fibroblast / stroma,Other,Cytoplasmic
212.15,2083.53,Tumour epithelial,Other,Nuclear
6855.64,1958.34,Fibroblast / stroma,LUM,Cytoplasmic
2622.62,1885.03,Other,Other,Nuclear
1968.27,487.93,Other,Other,Nuclear
1328.57,1499.15,Tumour epithelial,FOXA1,Nuclear
1722.86,379.19,Tumour epithelial,ERBB2,Cytoplasmic
155.1,3595.94,Other,Other,Cytoplasmic
2182.35,307.16,Tumour epithelial,Other,Cytoplasmic
1090.67,2464.54,Tumour epithelial,EPCAM,Nuclear
6789.49,3549.02,Fibroblast / stroma,LUM,Cytoplasmic
418.18,536.11,Tumour epithelial,KRT7,Cytoplasmic
4237.92,4898.98,Other,Other,Cytoplasmic
5829.01,2130.75,Fibroblast / stroma,Other,Cytoplasmic
1758.92,4931.68,Fibroblast / stroma,Other,Cytoplasmic
5670.29,4207.06,Fibroblast / stroma,Other,Cytoplasmic
7313.35,4939.87,Immune,Other,Nuclear
9.65,436.66,Other,CCND1,Cytoplasmic
7149.27,2981.76,Tumour epithelial,Other,Cytoplasmic
2684.66,3036.93,Immune,Other,Cytoplasmic
2459.43,1506.56,Other,Other,Cytoplasmic
2832.82,2790.37,Tumour epithelial,Other,Cytoplasmic
3205.73,4088.16,Other,CCND1,Cytoplasmic
3749.53,2785.81,Other,Other,Nuclear
3623.21,2980.8,Other,Other,Nuclear
1325.24,4721.84,Other,Other,Nuclear
1573.37,1768.5,Tumour epithelial,GATA3,Nuclear
2706.05,1252.19,Other,Other,Cytoplasmic
5540.38,2880.12,Tumour epithelial,EPCAM,Nuclear
5033.95,5158.63,Fibroblast / stroma,Other,Cytoplasmic
2179.44,3026.92,Other,Other,Nuclear
2775.53,4433.41,Fibroblast / stroma,LUM,Nuclear
5588.54,3421.94,Other,Other,Cytoplasmic
1276.59,1312.14,Tumour epithelial,ERBB2,Cytoplasmic
6717.38,4110.55,Tumour epithelial,TACSTD2,Cytoplasmic
6507.79,3773.95,Other,Other,Cytoplasmic
2380.64,2381.39,Tumour epithelial,ERBB2,Cytoplasmic
2499.81,2495.95,Other,Other,Cytoplasmic
6447.71,4807.47,Other,Other,Cytoplasmic
1055.93,4733.02,Immune,Other,Nuclear
2148.94,2337.97,Other,Other,Nuclear
7329.33,1780.02,Fibroblast / stroma,LUM,Cytoplasmic
7510.22,138.59,Fibroblast / stroma,Other,Cytoplasmic
2179.53,5062.66,Other,Other,Nuclear
7203.35,3672.78,Fibroblast / stroma,Other,Cytoplasmic
5688.99,4605.59,Fibroblast / stroma,Other,Cytoplasmic
7219.97,3425.83,Other,Other,Cytoplasmic
1995.14,625.11,Tumour epithelial,Other,Nuclear
3001.24,1705.48,Other,Other,Cytoplasmic
2885.71,1572.9,Tumour epithelial,ERBB2,Cytoplasmic
569.76,5151.29,Fibroblast / stroma,Other,Cytoplasmic
5603.82,3580.93,Other,Other,Cytoplasmic
321.86,2313.07,Tumour epithelial,ERBB2,Nuclear
2003.97,1233.09,Other,SCD,Nuclear
4880.26,1233.81,Other,Other,Nuclear
977.24,795.39,Tumour epithelial,FOXA1,Nuclear
6895.13,2350.8,Other,Other,Cytoplasmic
639.45,3935.53,Other,Other,Cytoplasmic
2393.74,1085.93,Tumour epithelial,ERBB2,Nuclear
6146.93,1775.37,Tumour epithelial,FOXA1,Cytoplasmic
1942.08,3055.8,Myoepithelial / muscle,Other,Cytoplasmic
470.51,4983.3,Other,CCND1,Nuclear
509.38,4662.11,Immune,Other,Nuclear
667.64,3115.62,Tumour epithelial,ANKRD30A,Nuclear
592.09,540.51,Other,Other,Nuclear
2825.71,1819.6,Other,Other,Nuclear
1128.3,1860.02,Other,Other,Cytoplasmic
602.04,3751.29,Other,Other,Nuclear
4333.07,2373.02,Other,Other,Cytoplasmic
5726.54,155.08,Other,Other,Nuclear
2727.57,2693.85,Other,Other,Cytoplasmic
6269.36,3247.43,Other,Other,Nuclear
2336.03,1196.37,Tumour epithelial,KRT7,Nuclear
3822.09,4881.31,Other,Other,Cytoplasmic
978.9,3479.88,Other,Other,Cytoplasmic
2240.04,2542.38,Fibroblast / stroma,LUM,Cytoplasmic
2121.33,1812.38,Tumour epithelial,Other,Cytoplasmic
6805.6,2715.06,Tumour epithelial,Other,Nuclear
7269.82,3906.38,Fibroblast / stroma,LUM,Cytoplasmic
2034.45,732.48,Other,Other,Nuclear
1137.35,3204.41,Tumour epithelial,Other,Cytoplasmic
1635.89,2055.52,Other,Other,Cytoplasmic
396.47,5422.34,Myoepithelial / muscle,Other,Nuclear
7205.54,5140.88,Tumour epithelial,KRT7,Cytoplasmic
165.54,4302.91,Immune,Other,Nuclear
1990.41,2810.95,Other,Other,Cytoplasmic
1354.66,2408.18,Tumour epithelial,ANKRD30A,Nuclear
2727.09,2986.15,Other,Other,Cytoplasmic
3153.55,4280.09,Immune,Other,Cytoplasmic
5081.31,1250.3,Tumour epithelial,Other,Cytoplasmic
2382.51,5185.15,Other,Other,Nuclear
2147.93,818.85,Fibroblast / stroma,Other,Cytoplasmic
6265.48,2673.01,Immune,Other,Cytoplasmic
3712.65,3805.55,Other,Other,Nuclear
2617.32,1600.66,Other,Other,Nuclear
246.19,4325.78,Immune,Other,Nuclear
2056.01,542.41,Tumour epithelial,GATA3,Cytoplasmic
1105.29,2559.76,Tumour epithelial,FOXA1,Nuclear
6455.83,4061.76,Tumour epithelial,GATA3,Nuclear
6395.42,4547.73,Other,Other,Cytoplasmic
3415.72,1054.4,Tumour epithelial,Other,Cytoplasmic
2046.41,1287.06,Tumour epithelial,KRT7,Nuclear
570.34,629.63,Other,SCD,Cytoplasmic
1673.38,2056.49,Other,SCD,Nuclear
6039.46,3123.93,Other,Other,Nuclear
2285.33,4353.31,Fibroblast / stroma,Other,Cytoplasmic
5481.12,3279.89,Tumour epithelial,Other,Cytoplasmic
3149.55,1541.16,Other,Other,Nuclear
2342.93,413.75,Other,Other,Nuclear
6224.76,4243.41,Other,Other,Nuclear
6451.56,1266.57,Fibroblast / stroma,Other,Cytoplasmic
6858.69,3438.86,Tumour epithelial,TACSTD2,Cytoplasmic
719.68,4985.06,Other,Other,Nuclear
5045.88,4856.21,Fibroblast / stroma,LUM,Cytoplasmic
867.68,4773.88,Other,Other,Nuclear
6236.63,5065.05,Fibroblast / stroma,Other,Cytoplasmic
1472.94,5270.95,Fibroblast / stroma,Other,Cytoplasmic
2758.9,696.64,Other,Other,Cytoplasmic
283.06,4458.94,Myoepithelial / muscle,Other,Nuclear
4988.17,2926.58,Other,Other,Nuclear
1698.25,1268.51,Tumour epithelial,Other,Nuclear
6870.75,5291.87,Myoepithelial / muscle,Other,Cytoplasmic
6568.95,3462.9,Other,Other,Cytoplasmic
7504.47,814.44,Fibroblast / stroma,POSTN,Cytoplasmic
113.45,2397.51,Tumour epithelial,EPCAM,Cytoplasmic
6884.91,3836.02,Other,Other,Nuclear
2399.97,5151.23,Tumour epithelial,ERBB2,Cytoplasmic
6820.16,5134.3,Other,Other,Cytoplasmic
6903.16,4734.06,Immune,Other,Cytoplasmic
462.58,553.75,Tumour epithelial,ERBB2,Cytoplasmic
4571.38,513.42,Immune,Other,Nuclear
4427.68,3334.72,Other,Other,Cytoplasmic
5105.66,3032.68,Other,Other,Nuclear
4308.84,426.95,Tumour epithelial,Other,Nuclear
462.47,169.48,Myoepithelial / muscle,Other,Cytoplasmic
1120.93,2041.68,Tumour epithelial,FOXA1,Nuclear
1071.83,2547.23,Tumour epithelial,TACSTD2,Nuclear
504.82,957.03,Tumour epithelial,GATA3,Nuclear
753.05,2333.03,Tumour epithelial,EPCAM,Nuclear
1139.11,3221.02,Other,Other,Cytoplasmic
6797.84,4928.13,Immune,Other,Cytoplasmic
4857.7,339.42,Tumour epithelial,Other,Cytoplasmic
279.7,1551.15,Tumour epithelial,Other,Cytoplasmic
7265,5162.56,Tumour epithelial,GATA3,Nuclear
1673.98,3874.04,Fibroblast / stroma,Other,Cytoplasmic
2744.36,4168.99,Fibroblast / stroma,LUM,Cytoplasmic
4731.34,4565.53,Fibroblast / stroma,Other,Cytoplasmic
2630.99,513.37,Other,POLR2J3,Nuclear
2277.33,5075.32,Fibroblast / stroma,LUM,Cytoplasmic
5954.93,245.06,Other,Other,Cytoplasmic
1913.91,1279.09,Other,Other,Nuclear
1212.54,423.34,Tumour epithelial,EPCAM,Cytoplasmic
3446.57,1490.66,Tumour epithelial,FOXA1,Cytoplasmic
7517.66,1204.65,Other,Other,Cytoplasmic
222.5,2159.81,Tumour epithelial,ERBB2,Cytoplasmic
3889.7,2786.47,Other,SCD,Cytoplasmic
3045.14,1474.58,Tumour epithelial,KRT7,Cytoplasmic
1052.84,746.44,Other,CCND1,Nuclear
1355.6,4962.67,Tumour epithelial,EPCAM,Cytoplasmic
3412.17,1322.66,Other,Other,Cytoplasmic
7103.93,3032.9,Other,Other,Cytoplasmic
5945.45,1853.29,Fibroblast / stroma,POSTN,Cytoplasmic
5920.39,4798.42,Endothelial / vascular,Other,Cytoplasmic
3186.25,3584.75,Fibroblast / stroma,Other,Nuclear
21.86,4623.93,Tumour epithelial,Other,Nuclear
2635,1439.25,Other,Other,Cytoplasmic
7127.61,2710.79,Immune,Other,Cytoplasmic
166.24,4626.12,Other,Other,Nuclear
5778.1,3177.57,Tumour epithelial,ANKRD30A,Nuclear
2223.59,4192.03,Immune,Other,Cytoplasmic
556.58,749.79,Tumour epithelial,ERBB2,Nuclear
3976.6,918.59,Fibroblast / stroma,Other,Cytoplasmic
1476.03,2936.17,Fibroblast / stroma,Other,Nuclear
4560.09,3261.59,Immune,Other,Cytoplasmic
6704.38,3562.03,Other,SCD,Cytoplasmic
2426.95,4267.04,Other,Other,Cytoplasmic
941.69,1820.73,Tumour epithelial,TACSTD2,Cytoplasmic
1455.09,2862.13,Other,Other,Cytoplasmic
1448.96,3286.28,Other,Other,Nuclear
7181.43,5409.93,Other,Other,Nuclear
2561.37,746.22,Tumour epithelial,ERBB2,Cytoplasmic
965.53,2110.38,Tumour epithelial,Other,Nuclear
2230.01,1523.69,Other,Other,Cytoplasmic
2386.71,2113.01,Tumour epithelial,Other,Nuclear
7067.23,2355.48,Other,Other,Cytoplasmic
3498.16,3481.65,Fibroblast / stroma,Other,Cytoplasmic
1311,4620.13,Other,Other,Nuclear
1700.11,5278,Other,Other,Cytoplasmic
386.29,1642.48,Tumour epithelial,Other,Nuclear
5154.48,5447.03,Other,Other,Cytoplasmic
7283.56,3044.88,Other,Other,Cytoplasmic
6763.88,4876.86,Immune,Other,Nuclear
108.5,3822.15,Other,CCND1,Cytoplasmic
107.5,2733.26,Fibroblast / stroma,POSTN,Cytoplasmic
7416.42,3626.14,Tumour epithelial,GATA3,Cytoplasmic
1221.12,3773.12,Tumour epithelial,Other,Cytoplasmic
662.86,4119.16,Tumour epithelial,GATA3,Nuclear
6686.84,4096.11,Other,Other,Nuclear
755.09,4010.4,Tumour epithelial,KRT7,Nuclear
7190.36,2173.15,Other,Other,Cytoplasmic
7125.08,1170.57,Tumour epithelial,ERBB2,Cytoplasmic
1125.79,3793.59,Tumour epithelial,GATA3,Cytoplasmic
1683.2,4265.52,Tumour epithelial,Other,Cytoplasmic
620.61,4575.71,Other,Other,Cytoplasmic
117.44,708.6,Tumour epithelial,EPCAM,Nuclear
2055.65,3869.18,Fibroblast / stroma,LUM,Cytoplasmic
6459.23,2194.09,Fibroblast / stroma,Other,Cytoplasmic
1206.07,2456.18,Other,Other,Cytoplasmic
773.11,94.85,Other,Other,Cytoplasmic
1339.06,4959.23,Tumour epithelial,Other,Cytoplasmic
1993.04,855.41,Other,CCND1,Cytoplasmic
2025.06,626.38,Tumour epithelial,KRT7,Nuclear
7449.71,5198.12,Other,SCD,Nuclear
5207.57,1148.93,Tumour epithelial,ERBB2,Cytoplasmic
2113.19,685.36,Other,Other,Nuclear
6292.65,1848.85,Other,Other,Nuclear
6261.62,4262.64,Other,Other,Cytoplasmic
4125.17,3958.64,Other,Other,Cytoplasmic
1188.66,1267.62,Immune,Other,Cytoplasmic
2270.43,1764.14,Other,SCD,Cytoplasmic
1157.7,2832.14,Fibroblast / stroma,Other,Cytoplasmic
1173.33,4518.91,Other,SCD,Cytoplasmic
2867.87,567.14,Other,Other,Nuclear
401.13,2212.71,Other,Other,Cytoplasmic
5587.03,3589.93,Tumour epithelial,FOXA1,Cytoplasmic
2009.16,1584.25,Immune,Other,Nuclear
6726.58,3824.97,Other,Other,Nuclear
6870.77,4378.66,Other,Other,Nuclear
6898.02,2051.08,Other,Other,Cytoplasmic
7127.49,3875.96,Fibroblast / stroma,LUM,Cytoplasmic
841.17,3043.73,Other,Other,Cytoplasmic
6400.58,3202.59,Immune,Other,Nuclear
3719.62,3585.52,Immune,Other,Nuclear
516.09,4535.34,Fibroblast / stroma,Other,Cytoplasmic
7489.11,1357.88,Fibroblast / stroma,LUM,Cytoplasmic
590.34,5414.28,Immune,Other,Nuclear
1678.31,1956.74,Other,POLR2J3,Cytoplasmic
6046.75,5069.74,Fibroblast / stroma,Other,Cytoplasmic
245.33,2119.11,Tumour epithelial,ERBB2,Nuclear
7106.22,244.31,Tumour epithelial,Other,Cytoplasmic
761.12,2269.64,Other,Other,Nuclear
5587.7,3663.01,Tumour epithelial,EPCAM,Nuclear
6875.99,2430.87,Tumour epithelial,Other,Cytoplasmic
331.25,3914.98,Fibroblast / stroma,Other,Cytoplasmic
995.08,2159.23,Tumour epithelial,ERBB2,Nuclear
793.94,936.14,Other,Other,Cytoplasmic
3262.96,2974.32,Fibroblast / stroma,Other,Cytoplasmic
6456.18,4805.6,Other,Other,Cytoplasmic
7450.01,4881.94,Tumour epithelial,ERBB2,Cytoplasmic
6974.89,5405.15,Tumour epithelial,EPCAM,Cytoplasmic
472.18,1630.14,Tumour epithelial,FOXA1,Cytoplasmic
1360.95,335.7,Other,Other,Nuclear
6196.71,3319.92,Myoepithelial / muscle,Other,Nuclear
5399.14,4017.56,Other,Other,Cytoplasmic
1787.75,1758.15,Tumour epithelial,ERBB2,Nuclear
4317.43,2944.76,Tumour epithelial,FOXA1,Cytoplasmic
466.29,4340.45,Fibroblast / stroma,LUM,Cytoplasmic
4282.48,4944.8,Tumour epithelial,ERBB2,Nuclear
2699.68,635.04,Other,Other,Cytoplasmic
5974.47,4107.98,Immune,Other,Nuclear
1290.76,3618.69,Tumour epithelial,Other,Cytoplasmic
3301.55,981.49,Other,Other,Nuclear
2703.1,3255.17,Immune,Other,Cytoplasmic
1160.15,2097.21,Other,Other,Nuclear
347.2,4157.62,Other,Other,Nuclear
1337.07,4435.01,Tumour epithelial,GATA3,Nuclear
458.42,3605.9,Other,Other,Cytoplasmic
5329.98,3841.69,Fibroblast / stroma,Other,Cytoplasmic
6930.01,3302.59,Tumour epithelial,Other,Cytoplasmic
3172.68,4029.16,Immune,Other,Cytoplasmic
4144.37,2293.63,Myoepithelial / muscle,Other,Cytoplasmic
479.34,2257.65,Other,Other,Cytoplasmic
3045.12,2438.01,Tumour epithelial,ERBB2,Cytoplasmic
2877.16,1599.61,Tumour epithelial,TACSTD2,Nuclear
3113.18,1707.85,Other,Other,Cytoplasmic
1412.93,2350.54,Other,Other,Cytoplasmic
1169.68,1491.24,Other,Other,Cytoplasmic
2464.69,3590.04,Other,Other,Cytoplasmic
4219.63,538.7,Other,Other,Cytoplasmic
1604.48,1332.97,Tumour epithelial,Other,Nuclear
128.31,1388.68,Other,Other,Cytoplasmic
474.29,1901.5,Tumour epithelial,KRT7,Cytoplasmic
4943.28,2905.1,Other,Other,Cytoplasmic
535.24,4232.14,Myoepithelial / muscle,Other,Cytoplasmic
5419.58,804.13,Tumour epithelial,ANKRD30A,Cytoplasmic
5106.27,3419.8,Myoepithelial / muscle,Other,Nuclear
1379.18,1189.69,Other,Other,Cytoplasmic
7041.76,2644.72,Fibroblast / stroma,Other,Nuclear
3615.25,1372.28,Other,Other,Cytoplasmic
4976.7,1386.77,Other,SCD,Cytoplasmic
1098.21,3504.09,Tumour epithelial,Other,Cytoplasmic
1834.28,2193.91,Other,CCND1,Cytoplasmic
5164.78,2027.19,Other,Other,Cytoplasmic
1231.35,1769.94,Other,Other,Nuclear
6603.15,4634.29,Other,Other,Nuclear
6795,3848.03,Fibroblast / stroma,LUM,Nuclear
5406.78,3065.09,Adipocyte,Other,Cytoplasmic
688.47,1118.27,Tumour epithelial,Other,Cytoplasmic
493.96,527.02,Tumour epithelial,Other,Nuclear
431.14,2913.67,Other,Other,Cytoplasmic
830.09,4433.89,Tumour epithelial,Other,Nuclear
404.22,4898.13,Other,Other,Nuclear
2437.81,1183.16,Tumour epithelial,ERBB2,Cytoplasmic
5568,2184.44,Immune,Other,Cytoplasmic
287.24,5097.29,Other,Other,Cytoplasmic
820.99,126.28,Other,SCD,Cytoplasmic
312.03,3989.49,Tumour epithelial,ERBB2,Cytoplasmic
3919.54,4022.83,Other,Other,Cytoplasmic
60.29,3889.58,Tumour epithelial,GATA3,Cytoplasmic
1814.2,3484.46,Immune,Other,Cytoplasmic
1104.69,4533.31,Fibroblast / stroma,LUM,Cytoplasmic
2117.69,3742.14,Fibroblast / stroma,Other,Cytoplasmic
3031.51,683.36,Fibroblast / stroma,Other,Cytoplasmic
2291.11,746.31,Other,Other,Cytoplasmic
5912.12,4301.59,Other,Other,Cytoplasmic
3225.83,1882.38,Tumour epithelial,ERBB2,Nuclear
3890.4,2992.82,Fibroblast / stroma,Other,Cytoplasmic
4450.64,2405.35,Fibroblast / stroma,LUM,Cytoplasmic
5793.5,698.46,Immune,Other,Nuclear
1182.2,1788.5,Other,Other,Cytoplasmic
852.6,3005.4,Tumour epithelial,KRT7,Cytoplasmic
6862.01,1931.16,Fibroblast / stroma,Other,Cytoplasmic
4987.38,3974.83,Fibroblast / stroma,Other,Cytoplasmic
1647,3943.84,Other,Other,Nuclear
3508.19,2391.94,Other,Other,Cytoplasmic
5558.95,891.26,Tumour epithelial,Other,Cytoplasmic
1020.35,3324.78,Tumour epithelial,EPCAM,Cytoplasmic
2755.01,4348.97,Immune,Other,Nuclear
1154.62,1340.38,Tumour epithelial,KRT7,Cytoplasmic
7183.47,2864.24,Tumour epithelial,ERBB2,Nuclear
1735.61,2280.07,Tumour epithelial,KRT7,Nuclear
2827.62,2526.08,Fibroblast / stroma,Other,Cytoplasmic
1233.94,46.19,Tumour epithelial,TACSTD2,Cytoplasmic
690.01,272.28,Tumour epithelial,GATA3,Cytoplasmic
461.56,2598.65,Other,Other,Cytoplasmic
6691.34,1752.82,Other,Other,Cytoplasmic
682.84,2411.77,Other,Other,Nuclear
6219.28,3579.14,Other,Other,Cytoplasmic
1168.52,1699.94,Other,Other,Cytoplasmic
5625.59,387.51,Other,Other,Cytoplasmic
144.94,3855.84,Other,Other,Cytoplasmic
6906.53,2567.87,Other,Other,Cytoplasmic
1553.4,1174.56,Other,Other,Cytoplasmic
2948.24,2972.55,Other,Other,Cytoplasmic
3462.21,3700.39,Fibroblast / stroma,POSTN,Cytoplasmic
3847.24,3185.56,Tumour epithelial,ERBB2,Cytoplasmic
846.63,3903.01,Other,SCD,Cytoplasmic
3563.43,2556.92,Tumour epithelial,Other,Cytoplasmic
1953.15,353.27,Tumour epithelial,ANKRD30A,Nuclear
6043.82,4218.72,Other,Other,Cytoplasmic
5315.65,481.32,Immune,Other,Cytoplasmic
2602.42,5195.96,Fibroblast / stroma,Other,Cytoplasmic
5083.92,2759.7,Fibroblast / stroma,Other,Cytoplasmic
1569.84,1860.6,Myoepithelial / muscle,Other,Nuclear
2421.61,5113.42,Immune,Other,Nuclear
1594.15,2111.04,Other,Other,Cytoplasmic
3338.82,5443.38,Immune,Other,Cytoplasmic
2061.02,1831.66,Other,Other,Cytoplasmic
5169.93,561.57,Immune,Other,Cytoplasmic
3665.9,3220.53,Endothelial / vascular,Other,Cytoplasmic
455.58,2211.21,Tumour epithelial,GATA3,Nuclear
5535.92,3196.67,Fibroblast / stroma,Other,Cytoplasmic
5929.26,4330.24,Other,POLR2J3,Nuclear
6284.62,4679.26,Other,Other,Cytoplasmic
6099.39,2243.8,Other,Other,Cytoplasmic
1230.91,4535.15,Other,Other,Cytoplasmic
4849.64,4895.74,Tumour epithelial,Other,Cytoplasmic
5103.52,3223.18,Immune,Other,Nuclear
4078.32,3582.71,Tumour epithelial,Other,Cytoplasmic
7382.62,1364.95,Immune,Other,Nuclear
445.69,109.47,Tumour epithelial,ERBB2,Cytoplasmic
6242.44,3943.16,Fibroblast / stroma,Other,Cytoplasmic
83.73,3050.58,Other,Other,Nuclear
7047.97,2108.72,Other,CCND1,Cytoplasmic
3156.11,5368.55,Other,Other,Cytoplasmic
6374.52,762.44,Immune,Other,Cytoplasmic
3555.86,1548.71,Other,SCD,Cytoplasmic
5456.02,5356.21,Fibroblast / stroma,Other,Cytoplasmic
4272.41,663.99,Other,Other,Nuclear
5404.74,2721.87,Other,Other,Cytoplasmic
1947.1,3672.08,Fibroblast / stroma,Other,Cytoplasmic
1995.98,3004.69,Other,Other,Nuclear
1636.54,417.53,Other,Other,Cytoplasmic
5673,3621.12,Tumour epithelial,Other,Cytoplasmic
7337.75,2294.17,Tumour epithelial,Other,Cytoplasmic
5154.5,1920.09,Fibroblast / stroma,POSTN,Cytoplasmic
2969.13,1550.97,Other,Other,Cytoplasmic
5159.59,4648.49,Fibroblast / stroma,LUM,Cytoplasmic
6280.94,2565.57,Other,SCD,Cytoplasmic
1295.36,1053.51,Other,Other,Cytoplasmic
1216.92,4597.38,Fibroblast / stroma,Other,Cytoplasmic
6608.37,1063.98,Fibroblast / stroma,POSTN,Nuclear
1246.98,2800.38,Other,Other,Nuclear
7038.23,1726.53,Tumour epithelial,ERBB2,Cytoplasmic
5240.8,4683.09,Fibroblast / stroma,POSTN,Cytoplasmic
6166.07,3383.8,Immune,Other,Cytoplasmic
1004.66,4404.51,Immune,Other,Nuclear
1322.93,805.97,Endothelial / vascular,Other,Cytoplasmic
175.67,1960.13,Other,Other,Nuclear
6132.46,4653.34,Immune,Other,Cytoplasmic
1293.79,2812.04,Tumour epithelial,Other,Nuclear
1293.04,3901.5,Fibroblast / stroma,LUM,Cytoplasmic
2657.42,2236.06,Other,Other,Cytoplasmic
7132.07,2219.54,Tumour epithelial,Other,Cytoplasmic
4216.97,4737.77,Tumour epithelial,GATA3,Cytoplasmic
2225.66,2391.79,Immune,Other,Nuclear
3005.85,1584.01,Other,Other,Nuclear
1545.76,4457.88,Tumour epithelial,EPCAM,Cytoplasmic
3015.2,2766.71,Other,Other,Cytoplasmic
5606.16,2928.24,Other,Other,Cytoplasmic
6710.81,2846.23,Endothelial / vascular,Other,Nuclear
1596.79,4866.43,Tumour epithelial,ERBB2,Nuclear
1996.99,2761.34,Other,Other,Cytoplasmic
5200.7,1416.62,Other,Other,Cytoplasmic
3059.01,1793.1,Tumour epithelial,GATA3,Nuclear
1389.21,2543.35,Endothelial / vascular,Other,Cytoplasmic
2383.63,4687.04,Other,Other,Cytoplasmic
5352.85,3560.29,Myoepithelial / muscle,Other,Cytoplasmic
3506.98,2538.44,Endothelial / vascular,Other,Nuclear
3711.21,2143,Tumour epithelial,Other,Cytoplasmic
2114.3,3106.46,Other,Other,Nuclear
6506.14,3842.36,Other,SCD,Cytoplasmic
4065.4,1952.71,Immune,Other,Cytoplasmic
7215.31,1139.6,Immune,Other,Nuclear
2677.61,414.12,Tumour epithelial,KRT7,Cytoplasmic
7165.55,2529.88,Other,Other,Cytoplasmic
1141.08,3784.46,Other,Other,Cytoplasmic
3753.27,1436.38,Other,Other,Nuclear
304.19,1252.01,Other,Other,Cytoplasmic
5325.02,727.59,Other,Other,Nuclear
2013.64,2024.22,Other,CCND1,Cytoplasmic
5328.92,672.63,Immune,Other,Cytoplasmic
6601.22,2724.84,Fibroblast / stroma,Other,Cytoplasmic
6196.05,4233.31,Tumour epithelial,TACSTD2,Nuclear
5168.37,735.32,Tumour epithelial,KRT7,Cytoplasmic
3181.08,1854.11,Tumour epithelial,ERBB2,Cytoplasmic
5788.69,2768.3,Tumour epithelial,ANKRD30A,Nuclear
1283.52,3124.78,Tumour epithelial,ANKRD30A,Cytoplasmic
311.59,4632.81,Other,Other,Nuclear
5347.69,3803.25,Other,POLR2J3,Nuclear
1094.36,1183,Tumour epithelial,KRT7,Cytoplasmic
1633.95,3792.32,Other,Other,Cytoplasmic
2236.34,1160.29,Other,Other,Cytoplasmic
2375.24,4893.03,Fibroblast / stroma,Other,Cytoplasmic
608.55,3481.62,Other,Other,Cytoplasmic
25.46,3071.14,Immune,Other,Cytoplasmic
3867.01,4615.04,Fibroblast / stroma,POSTN,Cytoplasmic
1222.88,5000.59,Other,Other,Nuclear
1376.42,3002.85,Fibroblast / stroma,Other,Cytoplasmic
2966.31,1613.12,Tumour epithelial,KRT7,Cytoplasmic
2608.65,3766.72,Other,Other,Cytoplasmic
2099.13,1413.61,Tumour epithelial,EPCAM,Cytoplasmic
1555.65,5346.59,Fibroblast / stroma,Other,Cytoplasmic
7210.9,181.31,Other,Other,Cytoplasmic
2997.71,705.21,Tumour epithelial,Other,Nuclear
6023.08,731.66,Other,CCND1,Cytoplasmic
3112.1,4015.1,Fibroblast / stroma,Other,Cytoplasmic
176.15,1885.8,Other,Other,Nuclear
2919.9,5119.17,Fibroblast / stroma,Other,Cytoplasmic
7161.29,4406.78,Fibroblast / stroma,Other,Cytoplasmic
1403.32,4903.66,Tumour epithelial,EPCAM,Nuclear
2475.82,665.64,Other,Other,Cytoplasmic
5527.08,3591.66,Tumour epithelial,GATA3,Cytoplasmic
6871.32,668.47,Immune,Other,Cytoplasmic
5481.6,316.5,Tumour epithelial,Other,Cytoplasmic
6791.49,3497.42,Tumour epithelial,ERBB2,Nuclear
5094.47,3801.86,Fibroblast / stroma,LUM,Cytoplasmic
5333.21,1416.49,Other,Other,Nuclear
1725.3,3415.3,Immune,Other,Cytoplasmic
2769.86,1283.07,Other,CCND1,Nuclear
4485.35,3531.88,Other,Other,Nuclear
7320.43,274.63,Fibroblast / stroma,Other,Cytoplasmic
7468.48,3143.06,Other,Other,Cytoplasmic
7423.78,3717.83,Other,Other,Nuclear
2702.62,3869.71,Immune,Other,Cytoplasmic
1617.76,90.65,Tumour epithelial,Other,Cytoplasmic
4442.94,1307.27,Fibroblast / stroma,Other,Cytoplasmic
2739.82,3681.65,Fibroblast / stroma,Other,Nuclear
6210.09,4740.42,Fibroblast / stroma,Other,Cytoplasmic
3735.98,3271.4,Fibroblast / stroma,LUM,Cytoplasmic
478.21,4250.93,Immune,Other,Nuclear
530.12,2488.37,Tumour epithelial,FOXA1,Nuclear
385.56,1347.19,Other,Other,Nuclear
1529.77,5077.61,Other,Other,Nuclear
2552.4,3220.52,Other,Other,Nuclear
2328.88,2695.6,Other,Other,Nuclear
4913.92,3433.04,Fibroblast / stroma,LUM,Cytoplasmic
632.63,3079.99,Other,Other,Cytoplasmic
2308.31,3297.47,Other,Other,Nuclear
1452.24,5310.48,Tumour epithelial,TACSTD2,Cytoplasmic
