x,y,cell_type,organ
-4.320657,8.326133,Macrophage,Adipose
-5.11904,8.260025,Macrophage,Adipose
-4.545768,8.076676,Macrophage,Adipose
-4.807889,8.098799,Macrophage,Adipose
-7.689159,4.839585,Macrophage,Adipose
-4.200759,5.363315,Macrophage,Adipose
-4.302882,8.001613,Macrophage,Adipose
-4.293702,8.416903,Macrophage,Adipose
5.204846,-0.586989,Macrophage,Adipose
-5.079405,8.162749,Macrophage,Adipose
-3.231545,7.323568,Macrophage,Adipose
-4.781333,8.773621,Macrophage,Adipose
-3.779203,7.496935,Macrophage,Adipose
-5.008959,5.982901,Macrophage,Adipose
-3.56442,7.624268,Macrophage,Adipose
-4.950344,8.330125,Macrophage,Adipose
-4.579787,7.917538,Macrophage,Adipose
-4.215415,8.449441,Macrophage,Adipose
-4.173886,8.134576,Macrophage,Adipose
-4.174712,8.242104,Macrophage,Adipose
-4.463311,7.989559,Macrophage,Adipose
-4.73556,8.629372,Macrophage,Adipose
-4.097226,6.623404,Macrophage,Adipose
-3.784626,7.677803,Macrophage,Adipose
-3.658138,8.302296,Macrophage,Adipose
-4.847057,8.412932,Macrophage,Adipose
-3.173191,7.258321,Macrophage,Adipose
-4.264977,7.833082,Macrophage,Adipose
-4.39205,8.041722,Macrophage,Adipose
-6.088522,7.678398,Macrophage,Adipose
-3.719666,7.437138,Macrophage,Adipose
-4.162585,8.670255,Macrophage,Adipose
-3.850897,7.875512,Macrophage,Adipose
-4.165142,8.308125,Macrophage,Adipose
-5.070253,8.173301,Macrophage,Adipose
-4.273961,7.591701,Macrophage,Adipose
6.046286,-0.526976,Endothelial cell (APC),Adipose
-4.609182,8.433864,Macrophage,Adipose
-3.998899,7.459349,Macrophage,Adipose
-3.585426,7.996369,Macrophage,Adipose
-4.158626,8.534716,Macrophage,Adipose
-4.226294,8.180973,Macrophage,Adipose
-3.955289,7.568139,Macrophage,Adipose
3.025909,-5.802551,Stromal cell,Adipose
2.452058,-4.726613,Stromal cell,Adipose
3.127775,-5.595231,Macrophage,Adipose
3.055053,-5.561727,Stromal cell,Adipose
2.951232,-5.388559,Stromal cell,Adipose
3.243712,-5.295603,Stromal cell,Adipose
3.165136,-5.001015,Stromal cell,Adipose
2.75064,-5.764857,Stromal cell,Adipose
2.471809,-4.962288,Macrophage,Adipose
4.031715,-8.762131,Epithelial cell,Adipose
1.955379,-5.852712,Stromal cell,Adipose
3.437247,-5.660617,Stromal cell,Adipose
1.289441,-5.395966,Stromal cell,Adipose
3.502247,-5.629806,Fibroblast,Adipose
2.690859,-3.894474,Macrophage,Adipose
2.043306,-4.481078,Macrophage,Adipose
2.866042,-5.343266,Stromal cell,Adipose
1.404467,-5.484765,Stromal cell,Adipose
6.95327,1.843557,Macrophage,Adipose
3.085958,-5.191491,Stromal cell,Adipose
1.410783,-4.68895,Macrophage,Adipose
3.061766,-4.96743,Stromal cell,Adipose
3.085983,-5.675317,Fibroblast,Adipose
1.907508,-4.909658,Stromal cell,Adipose
2.234965,-3.850652,Macrophage,Adipose
3.449567,-5.374171,Stromal cell,Adipose
3.586732,-5.355002,Stromal cell,Adipose
3.123791,-5.046591,Macrophage,Adipose
2.627065,-4.462761,Macrophage,Adipose
3.117673,-5.448709,Stromal cell,Adipose
1.149195,-4.867092,Stromal cell,Adipose
2.308937,-5.23713,Macrophage,Adipose
3.17897,-5.436172,Stromal cell,Adipose
2.215743,-4.143179,Macrophage,Adipose
1.224319,-4.95627,Macrophage,Adipose
1.305196,-3.993194,Macrophage,Adipose
1.761231,-4.131849,Fibroblast,Adipose
2.480484,-5.292156,Stromal cell,Adipose
2.797469,-4.198382,Macrophage,Adipose
0.560924,-4.793687,Macrophage,Adipose
1.496067,-4.260741,Macrophage,Adipose
1.55765,-4.311326,Macrophage,Adipose
0.494768,-4.71148,Macrophage,Adipose
4.615738,-0.68502,Macrophage,Adipose
1.33466,-4.340317,Macrophage,Adipose
-4.376847,8.22636,Macrophage,Adipose
-3.5538,8.596441,Macrophage,Adipose
-3.70964,7.745246,Macrophage,Adipose
-4.079092,7.593316,Macrophage,Adipose
-4.505505,7.970461,Macrophage,Adipose
-4.827606,8.201114,Macrophage,Adipose
6.950517,0.97157,Macrophage,Adipose
-4.298959,7.460139,Macrophage,Adipose
2.605926,-5.101275,Macrophage,Adipose
-4.059791,7.856994,Macrophage,Adipose
-4.695799,8.231677,Macrophage,Adipose
-4.650132,7.379106,Macrophage,Adipose
-5.239823,6.859505,Macrophage,Adipose
-7.821962,4.844604,Macrophage,Adipose
-8.773933,3.9543,Epithelial cell,Adipose
-7.461941,5.088817,Macrophage,Adipose
-4.185925,7.159663,Macrophage,Adipose
-3.923039,6.911994,Macrophage,Adipose
-4.451016,6.864612,Macrophage,Adipose
-3.648064,7.240625,Macrophage,Adipose
-3.680854,7.576975,Macrophage,Adipose
-4.975905,7.676849,Macrophage,Adipose
-1.862412,-3.5262,Fasciculata cell,AdrenalGland
-3.56809,2.48817,Myeloid cell,AdrenalGland
-5.598012,7.467006,Macrophage,AdrenalGland
-4.142012,0.503771,Myeloid cell,AdrenalGland
-5.439963,6.587554,Macrophage,AdrenalGland
-4.332539,1.499501,T cell,AdrenalGland
-2.880106,0.030941,Myeloid cell,AdrenalGland
-2.264005,0.882487,Myeloid cell,AdrenalGland
-0.854503,-1.143283,Myeloid cell,AdrenalGland
-2.062067,1.099213,Myeloid cell,AdrenalGland
-1.821681,0.915901,Myeloid cell,AdrenalGland
-1.824043,0.302083,Myeloid cell,AdrenalGland
-1.500219,-0.098524,Myeloid cell,AdrenalGland
-6.620778,6.804031,Macrophage,AdrenalGland
-3.212165,1.31789,T cell,AdrenalGland
-1.034355,-1.668914,Fasciculata cell,AdrenalGland
-2.496094,4.346939,Myeloid cell,AdrenalGland
-3.110488,0.617656,T cell,AdrenalGland
-2.596177,0.769621,T cell,AdrenalGland
-2.104752,0.984064,Myeloid cell,AdrenalGland
-2.400685,1.399554,Myeloid cell,AdrenalGland
-1.838793,0.961961,Myeloid cell,AdrenalGland
-1.833052,0.499468,Myeloid cell,AdrenalGland
-2.137675,1.131908,Myeloid cell,AdrenalGland
-2.066538,1.004362,Myeloid cell,AdrenalGland
-1.897005,1.184941,Myeloid cell,AdrenalGland
-1.700649,0.729719,Myeloid cell,AdrenalGland
-2.719252,1.940328,Myeloid cell,AdrenalGland
-3.589295,2.340597,Myeloid cell,AdrenalGland
-3.799557,1.855358,Myeloid cell,AdrenalGland
-1.990997,0.923745,Myeloid cell,AdrenalGland
-1.716629,0.847566,Myeloid cell,AdrenalGland
-2.176916,1.205472,Myeloid cell,AdrenalGland
-0.605107,0.347326,Myeloid cell,AdrenalGland
-5.897003,4.727953,Macrophage,AdrenalGland
-2.237343,1.259908,Myeloid cell,AdrenalGland
-2.921068,1.632885,Myeloid cell,AdrenalGland
-1.959728,0.936412,Myeloid cell,AdrenalGland
-0.497032,-1.843047,Myeloid cell,AdrenalGland
-2.418768,1.423415,T cell,AdrenalGland
-2.151896,1.395653,Myeloid cell,AdrenalGland
-4.256096,1.462081,T cell,AdrenalGland
-3.375969,1.261766,Myeloid cell,AdrenalGland
-3.193069,1.112522,Myeloid cell,AdrenalGland
-2.996537,1.383284,Myeloid cell,AdrenalGland
-3.342889,1.655402,Myeloid cell,AdrenalGland
-1.353542,0.718319,Myeloid cell,AdrenalGland
-4.903634,3.13403,Myeloid cell,AdrenalGland
-2.331363,1.852479,Myeloid cell,AdrenalGland
-3.511134,2.42037,Myeloid cell,AdrenalGland
-1.2812,-0.104451,Myeloid cell,AdrenalGland
-2.507937,1.297326,Myeloid cell,AdrenalGland
-2.268425,1.965925,Myeloid cell,AdrenalGland
-2.461139,1.927725,Myeloid cell,AdrenalGland
-2.297193,1.612261,Myeloid cell,AdrenalGland
-3.071576,2.447592,T cell,AdrenalGland
-2.259969,0.942193,Myeloid cell,AdrenalGland
-1.525368,0.577127,Myeloid cell,AdrenalGland
-3.424262,2.196802,Myeloid cell,AdrenalGland
-2.373159,0.623525,Myeloid cell,AdrenalGland
-0.118398,-1.326711,Myeloid cell,AdrenalGland
-1.646814,0.512326,Myeloid cell,AdrenalGland
-2.739136,1.663664,Myeloid cell,AdrenalGland
-1.728241,0.422876,Myeloid cell,AdrenalGland
-1.349988,0.108295,Myeloid cell,AdrenalGland
-2.872829,1.886651,Myeloid cell,AdrenalGland
-2.226864,1.195562,Myeloid cell,AdrenalGland
-2.950838,1.556846,Myeloid cell,AdrenalGland
-2.35708,1.118061,Myeloid cell,AdrenalGland
-3.337492,2.062262,Myeloid cell,AdrenalGland
-2.406667,2.589067,Myeloid cell,AdrenalGland
-1.844337,1.236968,Myeloid cell,AdrenalGland
-1.764919,0.815176,Myeloid cell,AdrenalGland
-2.537517,1.444228,Myeloid cell,AdrenalGland
0.838673,2.308153,Smooth muscle cell,AdrenalGland
-2.482145,1.613087,Myeloid cell,AdrenalGland
-2.42271,1.721231,T cell,AdrenalGland
-3.580088,2.083886,Myeloid cell,AdrenalGland
-3.173299,1.715265,Myeloid cell,AdrenalGland
-2.373717,1.345637,Myeloid cell,AdrenalGland
-1.607486,1.548754,T cell,AdrenalGland
-1.956982,0.819602,Myeloid cell,AdrenalGland
-4.627208,6.654348,Macrophage,AdrenalGland
-6.31379,7.373012,Macrophage,AdrenalGland
-4.557384,6.77464,Macrophage,AdrenalGland
-5.203752,6.85848,Macrophage,AdrenalGland
-5.433059,7.259603,Macrophage,AdrenalGland
-5.618973,6.972239,Macrophage,AdrenalGland
-4.773867,6.64623,Macrophage,AdrenalGland
-5.298821,6.821151,Macrophage,AdrenalGland
-5.77918,7.432783,Macrophage,AdrenalGland
-4.300799,6.914334,Macrophage,AdrenalGland
-4.999697,7.082272,Macrophage,AdrenalGland
-4.103027,7.06918,Macrophage,AdrenalGland
-4.473516,6.527699,Macrophage,AdrenalGland
-4.255858,6.863052,Macrophage,AdrenalGland
-5.60929,7.014794,Macrophage,AdrenalGland
-5.711187,7.05488,Macrophage,AdrenalGland
-4.170096,6.594817,Macrophage,AdrenalGland
-5.149902,7.168138,Macrophage,AdrenalGland
-4.861041,6.75922,Macrophage,AdrenalGland
-5.105609,7.013212,Macrophage,AdrenalGland
-6.782922,6.721596,Macrophage,AdrenalGland
-4.8717,6.555982,Macrophage,AdrenalGland
-5.043114,6.875703,Macrophage,AdrenalGland
-4.732029,6.681489,Macrophage,AdrenalGland
-4.658222,6.674267,Macrophage,AdrenalGland
-4.302556,7.645465,Macrophage,AdrenalGland
-5.871999,6.916735,Macrophage,AdrenalGland
-5.427615,6.673379,Macrophage,AdrenalGland
-5.420118,6.394192,Macrophage,AdrenalGland
-6.397254,5.350918,Macrophage,AdrenalGland
-4.810066,6.774571,Macrophage,AdrenalGland
-4.57215,6.473759,Macrophage,AdrenalGland
-4.513504,6.797851,Macrophage,AdrenalGland
-4.410156,6.368392,Macrophage,AdrenalGland
-2.563256,5.629852,Macrophage,AdrenalGland
-5.201793,6.745535,Macrophage,AdrenalGland
-4.919979,6.202251,Macrophage,AdrenalGland
-1.970853,1.630564,Macrophage,AdrenalGland
-5.636511,7.172215,Macrophage,AdrenalGland
-4.627448,6.570017,Macrophage,AdrenalGland
-5.05755,6.690726,Macrophage,AdrenalGland
-4.952905,5.835089,Macrophage,AdrenalGland
-4.433273,6.414673,Macrophage,AdrenalGland
-5.856752,5.767972,Macrophage,AdrenalGland
-3.303572,6.277575,Macrophage,AdrenalGland
-3.582363,6.674131,Macrophage,AdrenalGland
-3.002137,2.462433,Myeloid cell,AdrenalGland
-3.062787,7.057699,Macrophage,AdrenalGland
-5.598699,6.556351,Macrophage,AdrenalGland
-6.037039,7.110102,Macrophage,AdrenalGland
-5.094743,7.940564,Macrophage,AdrenalGland
-4.580751,7.787682,Macrophage,AdrenalGland
-4.735316,8.232008,Macrophage,AdrenalGland
-4.128914,7.207871,Macrophage,AdrenalGland
-3.681093,7.370538,Macrophage,AdrenalGland
-4.458468,7.082694,Macrophage,AdrenalGland
-4.512609,7.179967,Macrophage,AdrenalGland
-4.586696,7.374252,Macrophage,AdrenalGland
-3.961008,7.973995,Macrophage,AdrenalGland
-4.26507,7.033045,Macrophage,AdrenalGland
-4.955486,7.125928,Macrophage,AdrenalGland
-4.041256,6.92842,Macrophage,AdrenalGland
-2.687518,1.7808,Macrophage,AdrenalGland
-3.94701,6.915618,Macrophage,AdrenalGland
-4.040962,6.206771,Macrophage,AdrenalGland
-5.129586,2.927367,Macrophage,AdrenalGland
-0.309619,-1.406857,Fasciculata cell,AdrenalGland
-3.665704,5.668231,Macrophage,AdrenalGland
-4.380784,6.516735,Macrophage,AdrenalGland
-4.466111,8.556033,Macrophage,AdrenalGland
-4.134508,7.064077,Macrophage,AdrenalGland
-4.001956,7.305713,Macrophage,AdrenalGland
-3.656162,7.358104,Macrophage,AdrenalGland
-3.84138,6.225399,Macrophage,AdrenalGland
-4.032475,6.088592,Macrophage,AdrenalGland
-5.174825,8.20454,Macrophage,AdrenalGland
-1.192669,-2.373384,Macrophage,AdrenalGland
-5.032809,7.842241,Macrophage,AdrenalGland
-1.67544,-2.720655,Fasciculata cell,AdrenalGland
-4.776858,8.735862,Macrophage,AdrenalGland
-5.713125,8.017743,Macrophage,AdrenalGland
-5.720083,8.51216,Macrophage,AdrenalGland
-4.882034,8.056701,Macrophage,AdrenalGland
-5.638152,8.619307,Macrophage,AdrenalGland
-6.408564,8.137249,Macrophage,AdrenalGland
-5.277965,9.641604,Macrophage,AdrenalGland
-4.420279,8.262052,Macrophage,AdrenalGland
-3.922048,7.14894,Macrophage,AdrenalGland
-5.526677,8.201577,Macrophage,AdrenalGland
-4.729175,8.676377,Macrophage,AdrenalGland
-1.689027,-0.530354,Macrophage,AdrenalGland
-5.425831,8.220518,Macrophage,AdrenalGland
-4.918586,6.564882,Macrophage,AdrenalGland
-5.303682,8.541446,Macrophage,AdrenalGland
-4.979953,8.753068,Macrophage,AdrenalGland
-4.764942,9.403336,Macrophage,AdrenalGland
-5.202085,8.960993,Macrophage,AdrenalGland
-4.779015,7.659653,Macrophage,AdrenalGland
-4.723073,7.585039,Macrophage,AdrenalGland
-4.790072,8.580801,Macrophage,AdrenalGland
-4.113745,6.828947,Macrophage,AdrenalGland
-5.704785,8.480217,Macrophage,AdrenalGland
-6.1409,7.712163,Macrophage,AdrenalGland
-5.313923,7.179903,Macrophage,AdrenalGland
-4.642837,7.375832,Macrophage,AdrenalGland
-4.864505,8.4249,Macrophage,AdrenalGland
-4.212597,7.711875,Macrophage,AdrenalGland
-4.35632,8.081154,Macrophage,AdrenalGland
-5.525517,8.715939,Macrophage,AdrenalGland
-4.414269,7.125045,Macrophage,AdrenalGland
-3.826959,7.419756,Myeloid cell,AdrenalGland
-4.763807,8.661995,Macrophage,AdrenalGland
-4.336324,7.79661,Macrophage,AdrenalGland
-5.325558,8.510943,Macrophage,AdrenalGland
-3.788795,7.463017,Macrophage,AdrenalGland
-7.075426,7.651656,Macrophage,AdrenalGland
-4.256882,8.124326,Macrophage,AdrenalGland
-4.378782,8.299293,Macrophage,AdrenalGland
-5.551169,8.021808,Macrophage,AdrenalGland
-4.144928,7.73978,Macrophage,AdrenalGland
-5.505737,9.144938,Macrophage,AdrenalGland
-4.531409,8.240866,Macrophage,AdrenalGland
-4.803141,7.887551,Macrophage,AdrenalGland
-4.595456,8.427936,Macrophage,AdrenalGland
-4.613261,8.997667,Macrophage,AdrenalGland
-4.846089,8.554441,Macrophage,AdrenalGland
-4.127586,8.006864,Macrophage,AdrenalGland
-4.512967,8.231245,Macrophage,AdrenalGland
-4.491855,7.961501,Macrophage,AdrenalGland
-3.934601,8.384059,Macrophage,AdrenalGland
-4.52304,8.347479,Macrophage,AdrenalGland
-4.169451,10.176365,Macrophage,AdrenalGland
-1.430271,2.178427,Macrophage,AdrenalGland
-4.077282,7.428317,Macrophage,AdrenalGland
-4.974045,9.377453,Macrophage,AdrenalGland
-4.456115,8.040237,Macrophage,AdrenalGland
-4.415769,6.930341,Macrophage,AdrenalGland
-4.266891,7.554135,Macrophage,AdrenalGland
-5.762176,6.372186,Macrophage,AdrenalGland
-4.556308,7.993254,Macrophage,AdrenalGland
-5.479132,9.103991,Macrophage,AdrenalGland
-3.762142,7.66943,Macrophage,AdrenalGland
-4.84071,7.574884,Macrophage,AdrenalGland
-4.999207,7.571978,Macrophage,AdrenalGland
-7.00354,8.653424,Macrophage,AdrenalGland
-4.28827,7.403714,Macrophage,AdrenalGland
-1.5003,0.037651,Fasciculata cell,AdrenalGland
-5.579326,6.799891,Macrophage,AdrenalGland
-5.305759,6.832933,Macrophage,AdrenalGland
-6.096097,4.715181,Macrophage,AdrenalGland
-2.274443,-3.137501,Fasciculata cell,AdrenalGland
-2.347145,-3.078461,Fasciculata cell,AdrenalGland
-1.170843,-3.212926,Fasciculata cell,AdrenalGland
-1.506202,-2.472307,Fasciculata cell,AdrenalGland
-1.578817,-2.578151,Fasciculata cell,AdrenalGland
-1.849566,-3.716395,Fasciculata cell,AdrenalGland
-1.33037,-3.189624,Fasciculata cell,AdrenalGland
-1.417593,-2.745983,Fasciculata cell,AdrenalGland
-1.659195,-3.422262,Fasciculata cell,AdrenalGland
-2.358098,-3.338741,Fasciculata cell,AdrenalGland
-1.911031,-3.583382,Fasciculata cell,AdrenalGland
-1.431389,-3.053428,Fasciculata cell,AdrenalGland
-1.877577,-2.95521,Fasciculata cell,AdrenalGland
-1.804146,-3.339538,Fasciculata cell,AdrenalGland
-1.305328,-3.341802,Fasciculata cell,AdrenalGland
-1.898292,-3.714437,Fasciculata cell,AdrenalGland
-0.827661,-2.898694,Fasciculata cell,AdrenalGland
-0.664981,-2.985941,Fasciculata cell,AdrenalGland
-1.958189,-3.12332,Fasciculata cell,AdrenalGland
-1.759746,-3.044622,Fasciculata cell,AdrenalGland
-2.330607,-3.148698,Fasciculata cell,AdrenalGland
-0.980743,-2.013011,Fasciculata cell,AdrenalGland
-1.812902,-2.900966,Fasciculata cell,AdrenalGland
-1.517663,-2.266176,Fasciculata cell,AdrenalGland
-1.805243,-3.022196,Fasciculata cell,AdrenalGland
-1.796621,-2.921634,Fasciculata cell,AdrenalGland
-1.527881,-2.835646,Fasciculata cell,AdrenalGland
-1.545229,-3.142636,Fasciculata cell,AdrenalGland
-1.878276,-2.737776,Fasciculata cell,AdrenalGland
-1.54062,-3.136668,Fasciculata cell,AdrenalGland
-1.05214,-2.765252,Fasciculata cell,AdrenalGland
-2.106141,-2.611226,Fasciculata cell,AdrenalGland
-4.413093,6.269694,Macrophage,AdrenalGland
-0.581008,-2.021198,Fasciculata cell,AdrenalGland
-1.892851,-2.530334,Fasciculata cell,AdrenalGland
-1.981078,-3.247384,Fasciculata cell,AdrenalGland
-2.183236,-2.521435,Fasciculata cell,AdrenalGland
-2.411402,-2.611431,Fasciculata cell,AdrenalGland
-1.681731,-2.359388,Fasciculata cell,AdrenalGland
-4.868123,5.526787,Macrophage,AdrenalGland
-2.213675,-1.780881,Fasciculata cell,AdrenalGland
-1.238098,-0.738748,Fasciculata cell,AdrenalGland
-2.456657,-2.596395,Fasciculata cell,AdrenalGland
-1.460868,-1.643114,Fasciculata cell,AdrenalGland
-1.793848,-1.629252,Fasciculata cell,AdrenalGland
-0.641709,-0.710508,Fasciculata cell,AdrenalGland
-5.296877,5.046967,Macrophage,AdrenalGland
-0.979916,1.137981,Fasciculata cell,AdrenalGland
-5.741282,6.347658,Macrophage,AdrenalGland
-1.099187,-2.275075,Fasciculata cell,AdrenalGland
-1.040048,-0.755045,Fasciculata cell,AdrenalGland
-0.968517,-0.842802,Fasciculata cell,AdrenalGland
-1.133619,-0.345584,Fasciculata cell,AdrenalGland
-0.42581,-1.452372,Fasciculata cell,AdrenalGland
-0.482799,-1.877606,Fasciculata cell,AdrenalGland
-2.463438,-3.131633,Fasciculata cell,AdrenalGland
-1.904966,-3.034243,Fasciculata cell,AdrenalGland
-1.966798,-2.501736,Fasciculata cell,AdrenalGland
-2.437709,-2.350293,Fasciculata cell,AdrenalGland
-1.123378,-2.49447,Fasciculata cell,AdrenalGland
-1.218384,-2.264605,Fasciculata cell,AdrenalGland
-0.929789,-2.313035,Fasciculata cell,AdrenalGland
-1.5661910000000001,-3.405564,Fasciculata cell,AdrenalGland
-1.711736,-3.315402,Fasciculata cell,AdrenalGland
-1.808923,-3.380332,Fasciculata cell,AdrenalGland
-1.895998,-2.193388,Fasciculata cell,AdrenalGland
-1.817817,-3.440602,Fasciculata cell,AdrenalGland
-1.310148,-3.71074,Fasciculata cell,AdrenalGland
-1.173963,-1.956334,Fasciculata cell,AdrenalGland
-1.620981,-3.666364,Fasciculata cell,AdrenalGland
-1.567661,-2.600876,Fasciculata cell,AdrenalGland
-1.793834,-3.16587,Fasciculata cell,AdrenalGland
-1.232221,-2.410924,Fasciculata cell,AdrenalGland
-2.008292,-2.961301,Fasciculata cell,AdrenalGland
-1.221684,-2.313537,Fasciculata cell,AdrenalGland
-1.693781,-2.203726,Fasciculata cell,AdrenalGland
-0.841011,-1.570977,Fasciculata cell,AdrenalGland
-1.738458,-2.404434,Fasciculata cell,AdrenalGland
-1.396504,-2.08458,Fasciculata cell,AdrenalGland
-1.110015,-2.245991,Fasciculata cell,AdrenalGland
-1.441227,-1.360197,Fasciculata cell,AdrenalGland
-2.359911,-1.76433,Fasciculata cell,AdrenalGland
-1.342263,-2.635106,Fasciculata cell,AdrenalGland
-1.735054,-2.416841,Fasciculata cell,AdrenalGland
-1.311084,-1.315087,Fasciculata cell,AdrenalGland
-1.527622,-2.448329,Fasciculata cell,AdrenalGland
-1.770069,-1.687536,Fasciculata cell,AdrenalGland
-2.012245,-2.381388,Fasciculata cell,AdrenalGland
-0.979084,-2.821135,Fasciculata cell,AdrenalGland
-1.724848,-1.903517,Fasciculata cell,AdrenalGland
-1.60641,-1.027723,Fasciculata cell,AdrenalGland
-1.378869,-1.220223,Fasciculata cell,AdrenalGland
-2.377657,-1.910389,Fasciculata cell,AdrenalGland
-0.904882,-3.137931,Fasciculata cell,AdrenalGland
-1.443804,-2.121002,Fasciculata cell,AdrenalGland
-1.872623,-2.156058,Fasciculata cell,AdrenalGland
-0.16864,-2.038746,Fasciculata cell,AdrenalGland
-1.12504,-0.472907,Fasciculata cell,AdrenalGland
-1.469029,-0.742746,Fasciculata cell,AdrenalGland
0.072352,-1.657924,Fasciculata cell,AdrenalGland
0.906459,-1.929984,Fasciculata cell,AdrenalGland
-2.008431,-2.311537,Fasciculata cell,AdrenalGland
-1.608406,-1.986532,Fasciculata cell,AdrenalGland
-1.191033,-0.826985,Fasciculata cell,AdrenalGland
4.761999,-0.715584,Myeloid cell,AdrenalGland
-1.045476,-2.281071,Fasciculata cell,AdrenalGland
-1.164004,-2.902672,Fasciculata cell,AdrenalGland
-4.007246,5.197555,Macrophage,AdrenalGland
-2.422845,-1.642479,Fasciculata cell,AdrenalGland
-0.486048,-0.506449,Fasciculata cell,AdrenalGland
-0.739575,-0.457201,Fasciculata cell,AdrenalGland
-1.353254,-0.042496,Fasciculata cell,AdrenalGland
-1.356097,-3.187738,Fasciculata cell,AdrenalGland
-1.221931,-2.465162,Fasciculata cell,AdrenalGland
-0.88636,-2.09379,Fasciculata cell,AdrenalGland
-1.194447,-2.847185,Fasciculata cell,AdrenalGland
-1.295098,-2.612392,Fasciculata cell,AdrenalGland
-0.572902,-1.658701,Fasciculata cell,AdrenalGland
-0.692431,-3.250401,Fasciculata cell,AdrenalGland
-0.994599,-2.366465,Fasciculata cell,AdrenalGland
-1.451843,-2.993412,Fasciculata cell,AdrenalGland
-0.669996,-1.609182,Fasciculata cell,AdrenalGland
-1.126494,-3.256304,Fasciculata cell,AdrenalGland
-0.487412,-1.879626,Fasciculata cell,AdrenalGland
-0.926923,-2.465067,Fasciculata cell,AdrenalGland
-0.345084,-2.46734,Fasciculata cell,AdrenalGland
-1.071976,-2.42566,Fasciculata cell,AdrenalGland
-0.602484,-1.746286,Fasciculata cell,AdrenalGland
-1.452788,-1.408812,Fasciculata cell,AdrenalGland
-1.007797,-1.999778,Fasciculata cell,AdrenalGland
-1.185064,-1.800212,Fasciculata cell,AdrenalGland
-1.175179,-1.980239,Fasciculata cell,AdrenalGland
-0.463715,-1.240181,Fasciculata cell,AdrenalGland
-0.540769,-1.943202,Fasciculata cell,AdrenalGland
-0.390741,-1.719628,Fasciculata cell,AdrenalGland
-0.954029,-1.513027,Fasciculata cell,AdrenalGland
-1.221134,-2.181733,Fasciculata cell,AdrenalGland
-0.644646,-1.623765,Fasciculata cell,AdrenalGland
-0.5439,-1.026182,Fasciculata cell,AdrenalGland
-0.333013,-1.122311,Fasciculata cell,AdrenalGland
-0.074355,-1.137143,Fasciculata cell,AdrenalGland
-0.649632,-1.123304,Fasciculata cell,AdrenalGland
-1.762937,-1.691392,Fasciculata cell,AdrenalGland
-0.161021,-1.180087,Fasciculata cell,AdrenalGland
-0.239666,-1.785392,Fasciculata cell,AdrenalGland
0.398214,-0.028992,Fasciculata cell,AdrenalGland
-1.042074,-2.077831,Fasciculata cell,AdrenalGland
-0.807256,-2.052779,Fasciculata cell,AdrenalGland
-0.259659,-2.398413,Fasciculata cell,AdrenalGland
-0.451566,-0.978938,Fasciculata cell,AdrenalGland
-0.485532,-1.554433,Fasciculata cell,AdrenalGland
0.299484,-0.480649,Fasciculata cell,AdrenalGland
-0.534606,-1.372237,Fasciculata cell,AdrenalGland
-0.066811,-0.22884,Fasciculata cell,AdrenalGland
-0.64155,-1.493939,Fasciculata cell,AdrenalGland
-0.924427,-1.931565,Fasciculata cell,AdrenalGland
-0.800616,-1.502413,Fasciculata cell,AdrenalGland
-1.006725,-1.45102,Fasciculata cell,AdrenalGland
-5.943658,6.943074,Macrophage,AdrenalGland
-1.838119,-3.067288,Fasciculata cell,AdrenalGland
-7.631919,6.333446,Macrophage,AdrenalGland
-5.958178,7.119588,Endothelial cell (APC),AdrenalGland
5.632029,-1.181099,Endothelial cell (APC),AdrenalGland
7.363381,-2.207797,Endothelial cell (APC),AdrenalGland
6.597369,-1.734208,Endothelial cell (APC),AdrenalGland
5.032849,-1.909959,Endothelial cell (APC),AdrenalGland
-1.726931,0.955779,Myeloid cell,AdrenalGland
5.802904,-3.127268,Endothelial cell (APC),AdrenalGland
-0.754876,-1.067304,Fasciculata cell,AdrenalGland
7.372843,-2.05276,Endothelial cell (APC),AdrenalGland
-1.565795,-2.719798,Fasciculata cell,AdrenalGland
7.201683,-1.73273,Endothelial cell (APC),AdrenalGland
-4.177357,7.279808,Endothelial cell (APC),AdrenalGland
5.350269,-1.069904,Endothelial cell (APC),AdrenalGland
6.761929,-1.254765,Endothelial cell (APC),AdrenalGland
-1.19041,0.385575,Endothelial cell (APC),AdrenalGland
6.237682,-1.345221,Endothelial cell (APC),AdrenalGland
6.92659,-1.353637,Endothelial cell (APC),AdrenalGland
6.196778,-1.378203,Endothelial cell (APC),AdrenalGland
7.360764,-1.699854,Endothelial cell (APC),AdrenalGland
5.795894,-2.830286,Endothelial cell (APC),AdrenalGland
5.381543,-1.478425,Endothelial cell (APC),AdrenalGland
6.352245,-1.582168,Endothelial cell (APC),AdrenalGland
4.827363,-2.228121,Endothelial cell (APC),AdrenalGland
6.561311,1.120353,Endothelial cell (APC),AdrenalGland
7.007866,-1.495903,Endothelial cell (APC),AdrenalGland
5.607836,-1.125303,Endothelial cell (APC),AdrenalGland
5.237098,-0.58495,Endothelial cell (APC),AdrenalGland
5.297172,-1.590302,Endothelial cell (APC),AdrenalGland
7.664119,-0.71484,Endothelial cell (APC),AdrenalGland
-4.273647,6.205319,Endothelial cell (APC),AdrenalGland
5.97539,1.230686,Endothelial cell (APC),AdrenalGland
6.565258,-1.022042,Myeloid cell,AdrenalGland
