x,y,cell_type,organ
0.005064,-6.170465,Fibroblast,Pleura
0.585003,-5.174056,Fibroblast,Pleura
-0.220113,-5.281822,Fibroblast,Pleura
1.112392,-4.283214,Fibroblast,Pleura
0.249624,-5.158423,Fibroblast,Pleura
0.022639,-5.169135,Fibroblast,Pleura
0.811133,-5.702002,Fibroblast,Pleura
1.252173,-5.153695,Fibroblast,Pleura
1.086966,-4.382138,Fibroblast,Pleura
0.505498,-5.461947,Fibroblast,Pleura
0.877799,-6.540969,Fibroblast,Pleura
0.007073,-4.977451,Fibroblast,Pleura
1.33452,-5.01542,Fibroblast,Pleura
-0.083185,-5.629331,Fibroblast,Pleura
0.423407,-5.200705,Fibroblast,Pleura
0.277456,-4.869893,Fibroblast,Pleura
0.670885,-4.654058,Fibroblast,Pleura
0.335929,-6.047414,Fibroblast,Pleura
-0.119991,-5.223919,Fibroblast,Pleura
0.387963,-5.086816,Fibroblast,Pleura
1.066356,-4.550079,Fibroblast,Pleura
0.747813,-5.383379,Fibroblast,Pleura
0.871156,-5.552695,Fibroblast,Pleura
-0.34181,-5.714995,Fibroblast,Pleura
1.169996,-4.860112,Fibroblast,Pleura
0.26755,-6.07336,Fibroblast,Pleura
0.714076,-5.542224,Fibroblast,Pleura
0.507096,-5.419501,Fibroblast,Pleura
0.802376,-4.788832,Fibroblast,Pleura
0.287342,-5.543169,Fibroblast,Pleura
0.935523,-4.627053,Fibroblast,Pleura
0.177597,-5.032365,Fibroblast,Pleura
0.773935,-4.413247,Fibroblast,Pleura
1.209757,-4.755826,Fibroblast,Pleura
0.735475,-4.986804,Fibroblast,Pleura
0.358141,-5.772284,Fibroblast,Pleura
0.70644,-5.731921,Fibroblast,Pleura
1.173211,-5.185169,Fibroblast,Pleura
1.150331,-5.341679,Fibroblast,Pleura
1.25037,-4.408112,Fibroblast,Pleura
0.599797,-4.542343,Fibroblast,Pleura
0.814553,-5.974431,Fibroblast,Pleura
0.16554,-5.149905,Fibroblast,Pleura
0.788499,-4.812375,Fibroblast,Pleura
0.305625,-6.833784,Fibroblast,Pleura
-0.112476,-5.586944,Fibroblast,Pleura
0.734462,-4.851899,Fibroblast,Pleura
0.205078,-4.771382,Fibroblast,Pleura
0.857595,5.832827,Fibroblast,Pleura
0.553133,-4.948425,Fibroblast,Pleura
0.35509,-5.14771,Fibroblast,Pleura
0.452255,-5.616798,Fibroblast,Pleura
-0.281211,-5.496504,Fibroblast,Pleura
0.397084,-5.035677,Fibroblast,Pleura
0.527329,-6.279077,Fibroblast,Pleura
1.063273,-4.609267,Fibroblast,Pleura
2.173253,-4.074226,Fibroblast,Pleura
0.330111,-6.624229,Fibroblast,Pleura
0.858544,-4.712206,Fibroblast,Pleura
1.179488,-3.892777,Fibroblast,Pleura
0.158647,-4.932009,Fibroblast,Pleura
0.099773,-6.054532,Fibroblast,Pleura
-0.147063,-5.814391,Fibroblast,Pleura
-0.294325,-5.559078,Fibroblast,Pleura
-0.202107,-5.255541,Fibroblast,Pleura
0.67428,-4.663065,Fibroblast,Pleura
0.009427,-5.282906,Fibroblast,Pleura
0.93159,-4.57106,Fibroblast,Pleura
0.40542,-6.277525,Fibroblast,Pleura
0.092622,-4.893579,Fibroblast,Pleura
0.122556,-5.801914,Fibroblast,Pleura
-0.445257,-6.358043,Fibroblast,Pleura
0.158992,-5.815993,Fibroblast,Pleura
0.287882,-4.771944,Fibroblast,Pleura
1.527583,-4.898948,Fibroblast,Pleura
0.381237,-4.710856,Fibroblast,Pleura
1.192192,-4.143361,Fibroblast,Pleura
-0.038227,-5.125892,Fibroblast,Pleura
0.1129,-5.888718,Fibroblast,Pleura
0.970777,-6.068076,Fibroblast,Pleura
1.29303,-4.654317,Fibroblast,Pleura
2.229584,-4.434403,Fibroblast,Pleura
0.807995,-4.279553,Fibroblast,Pleura
0.823504,-5.228382,Fibroblast,Pleura
0.846126,-5.497194,Fibroblast,Pleura
0.126997,-6.77017,Fibroblast,Pleura
0.490615,-5.591611,Fibroblast,Pleura
-0.170208,-5.578058,Fibroblast,Pleura
0.974854,-6.532646,Fibroblast,Pleura
0.327287,-5.674988,Fibroblast,Pleura
0.268523,-5.03305,Fibroblast,Pleura
0.537256,-6.043344,Fibroblast,Pleura
0.366611,-4.868147,Fibroblast,Pleura
-0.130441,-5.66729,Fibroblast,Pleura
0.471091,-5.044945,Fibroblast,Pleura
-0.079573,-5.766798,Fibroblast,Pleura
0.77212,-4.633793,Fibroblast,Pleura
0.751069,-4.510625,Fibroblast,Pleura
0.923196,-4.42111,Fibroblast,Pleura
0.137451,-4.861477,Fibroblast,Pleura
-0.030295,-5.865969,Fibroblast,Pleura
0.555135,-4.737229,Fibroblast,Pleura
-0.236849,-6.222056,Fibroblast,Pleura
0.667514,-4.714607,Fibroblast,Pleura
0.744581,-4.632717,Fibroblast,Pleura
0.703453,-5.00122,Fibroblast,Pleura
0.663814,-5.449856,Fibroblast,Pleura
0.532026,-5.083166,Fibroblast,Pleura
-0.391792,-5.455651,Fibroblast,Pleura
1.043312,-5.307014,Fibroblast,Pleura
-0.112275,-5.69729,Fibroblast,Pleura
1.461641,-4.729897,Fibroblast,Pleura
0.391437,-6.134684,Fibroblast,Pleura
0.087353,-4.954328,Fibroblast,Pleura
0.84253,-5.554048,Fibroblast,Pleura
0.592381,-5.41045,Fibroblast,Pleura
0.303519,-5.297089,Fibroblast,Pleura
0.515527,-4.36233,Fibroblast,Pleura
0.53174,-4.619974,Fibroblast,Pleura
0.198389,-5.012062,Fibroblast,Pleura
0.644454,-4.695047,Fibroblast,Pleura
0.531924,-4.618761,Fibroblast,Pleura
1.207416,-6.022984,Fibroblast,Pleura
0.861836,-4.334633,Fibroblast,Pleura
1.367352,-5.208165,Fibroblast,Pleura
0.724231,-4.92831,Fibroblast,Pleura
0.784578,-4.710557,Fibroblast,Pleura
0.061288,-4.889653,Fibroblast,Pleura
0.912271,-4.858618,Fibroblast,Pleura
1.650194,-5.442328,Fibroblast,Pleura
-0.376672,-6.202671,Fibroblast,Pleura
0.269696,-5.798458,Fibroblast,Pleura
1.096795,-3.978903,Fibroblast,Pleura
0.217568,-5.741307,Fibroblast,Pleura
0.391477,-6.113506,Fibroblast,Pleura
0.084746,-6.030777,Fibroblast,Pleura
1.163966,-4.519738,Fibroblast,Pleura
0.830894,-5.012175,Fibroblast,Pleura
0.166742,-4.906987,Fibroblast,Pleura
0.524159,-5.241027,Fibroblast,Pleura
0.871802,-5.163493,Fibroblast,Pleura
-0.189869,-5.510939,Fibroblast,Pleura
0.759509,-4.94106,Fibroblast,Pleura
0.145386,-4.783557,Fibroblast,Pleura
0.967557,-4.906386,Fibroblast,Pleura
0.343114,-5.103973,Fibroblast,Pleura
0.953254,-4.298938,Fibroblast,Pleura
0.522184,-4.455461,Fibroblast,Pleura
0.703475,-4.994624,Fibroblast,Pleura
0.187509,-5.56666,Fibroblast,Pleura
-0.157986,-6.305513,Fibroblast,Pleura
0.372064,-5.167677,Fibroblast,Pleura
0.888709,-4.268769,Fibroblast,Pleura
0.074806,-6.092403,Fibroblast,Pleura
2.005883,-4.298453,Fibroblast,Pleura
0.04977,-5.07006,Fibroblast,Pleura
-0.206549,-6.078177,Fibroblast,Pleura
0.12297,-5.059045,Fibroblast,Pleura
-0.093723,-5.081695,Fibroblast,Pleura
0.473293,-4.445356,Fibroblast,Pleura
0.527001,-4.623227,Fibroblast,Pleura
0.206391,-4.83885,Fibroblast,Pleura
0.357996,-4.630707,Fibroblast,Pleura
0.828528,-5.874571,Fibroblast,Pleura
0.527849,-4.962828,Fibroblast,Pleura
2.593276,-3.529675,Fibroblast,Pleura
0.596238,-4.375855,Fibroblast,Pleura
0.466252,-6.348512,Fibroblast,Pleura
0.995382,-5.472357,Fibroblast,Pleura
0.432439,-4.614486,Fibroblast,Pleura
0.087398,-5.696088,Fibroblast,Pleura
0.427728,-5.78886,Fibroblast,Pleura
1.193545,-5.119955,Fibroblast,Pleura
0.222503,-4.837437,Fibroblast,Pleura
0.727222,-5.304555,Fibroblast,Pleura
0.290579,-4.447319,Fibroblast,Pleura
-0.216757,-5.45366,Fibroblast,Pleura
1.101047,-4.121127,Fibroblast,Pleura
0.606946,-4.560119,Fibroblast,Pleura
0.90778,-4.912802,Fibroblast,Pleura
1.123648,-4.724346,Fibroblast,Pleura
4.006231,-9.458363,Mesothelial cell,Pleura
3.597136,-9.345284,Mesothelial cell,Pleura
3.177853,-9.18836,Mesothelial cell,Pleura
3.379588,-8.795867,Mesothelial cell,Pleura
3.737898,-9.334742,Mesothelial cell,Pleura
3.593726,-9.394305,Mesothelial cell,Pleura
3.537538,-9.030449,Mesothelial cell,Pleura
3.543882,-8.965916,Mesothelial cell,Pleura
3.998582,-9.393875,Mesothelial cell,Pleura
1.414103,-5.945744,Mesothelial cell,Pleura
3.657638,-9.435518,Mesothelial cell,Pleura
3.11004,-8.664686,Mesothelial cell,Pleura
3.256444,-8.502899,Mesothelial cell,Pleura
3.399676,-8.694423,Mesothelial cell,Pleura
3.008499,-8.70666,Mesothelial cell,Pleura
3.418235,-8.758597,Mesothelial cell,Pleura
2.912893,-8.811913,Mesothelial cell,Pleura
3.538045,-9.073756,Mesothelial cell,Pleura
3.63238,-9.475615,Mesothelial cell,Pleura
3.862794,-9.198505,Mesothelial cell,Pleura
3.940064,-9.275993,Mesothelial cell,Pleura
3.582631,-8.604714,Mesothelial cell,Pleura
2.980851,-8.542657,Mesothelial cell,Pleura
2.763413,-8.651445,Mesothelial cell,Pleura
2.935317,-8.824872,Mesothelial cell,Pleura
3.701191,-9.320044,Mesothelial cell,Pleura
3.133377,-8.839492,Mesothelial cell,Pleura
3.685005,-9.102647,Mesothelial cell,Pleura
3.078346,-8.937351,Mesothelial cell,Pleura
4.1711,-9.228179,Mesothelial cell,Pleura
3.664853,-9.505499,Mesothelial cell,Pleura
3.154237,-9.001143,Mesothelial cell,Pleura
3.044841,-8.707537,Mesothelial cell,Pleura
3.802374,-8.99253,Mesothelial cell,Pleura
3.232771,-9.057997,Mesothelial cell,Pleura
2.841039,-8.458316,Mesothelial cell,Pleura
2.928205,-8.56204,Mesothelial cell,Pleura
3.856186,-9.253286,Mesothelial cell,Pleura
3.868352,-9.138424,Mesothelial cell,Pleura
2.854162,-8.543595,Mesothelial cell,Pleura
3.018741,-8.399436,Mesothelial cell,Pleura
3.673341,-9.406648,Mesothelial cell,Pleura
3.067739,-8.993843,Mesothelial cell,Pleura
2.909822,-8.830192,Mesothelial cell,Pleura
3.787736,-9.165601,Mesothelial cell,Pleura
3.053398,-8.793045,Mesothelial cell,Pleura
3.529022,-9.22353,Mesothelial cell,Pleura
3.352793,-8.563486,Mesothelial cell,Pleura
3.891063,-8.985139,Mesothelial cell,Pleura
2.954628,-8.827857,Mesothelial cell,Pleura
3.002204,-8.153792,Mesothelial cell,Pleura
3.211735,-8.726133,Mesothelial cell,Pleura
3.297449,-8.368932,Mesothelial cell,Pleura
3.399686,-8.865171,Mesothelial cell,Pleura
3.662886,-8.678713,Mesothelial cell,Pleura
3.754933,-9.347571,Mesothelial cell,Pleura
2.78935,-8.769414,Mesothelial cell,Pleura
2.499855,-8.205621,Mesothelial cell,Pleura
3.66581,-9.147316,Mesothelial cell,Pleura
3.020752,-8.875221,Mesothelial cell,Pleura
3.602853,-9.120241,Mesothelial cell,Pleura
3.024716,-8.461103,Mesothelial cell,Pleura
3.262292,-8.953044,Mesothelial cell,Pleura
2.921271,-8.676945,Mesothelial cell,Pleura
3.130524,-9.122356,Mesothelial cell,Pleura
3.6562770000000002,-9.332294,Mesothelial cell,Pleura
3.288565,-9.041505,Mesothelial cell,Pleura
3.192484,-8.154164,Mesothelial cell,Pleura
2.915946,-8.384377,Mesothelial cell,Pleura
0.513191,-6.068843,Mesothelial cell,Pleura
2.871013,-8.547477,Mesothelial cell,Pleura
2.520348,-8.01893,Fibroblast,Pleura
4.195654,-9.30434,Mesothelial cell,Pleura
3.144349,-8.234756,Mesothelial cell,Pleura
2.772586,-8.555139,Mesothelial cell,Pleura
3.102162,-8.767481,Mesothelial cell,Pleura
3.625288,-9.101097,Mesothelial cell,Pleura
3.47855,-8.67866,Mesothelial cell,Pleura
3.245012,-8.591001,Mesothelial cell,Pleura
3.123025,-8.786506,Mesothelial cell,Pleura
3.500799,-8.491611,Mesothelial cell,Pleura
3.311687,-8.628468,Mesothelial cell,Pleura
3.039509,-8.601109,Mesothelial cell,Pleura
3.119743,-8.177008,Mesothelial cell,Pleura
3.674109,-8.763473,Mesothelial cell,Pleura
3.128626,-8.338427,Mesothelial cell,Pleura
3.957242,-9.095888,Mesothelial cell,Pleura
3.193989,-9.015241,Mesothelial cell,Pleura
3.280301,-8.587636,Mesothelial cell,Pleura
3.051822,-9.11685,Mesothelial cell,Pleura
2.979524,-8.273612,Mesothelial cell,Pleura
3.265983,-9.079732,Mesothelial cell,Pleura
3.441868,-8.978906,Mesothelial cell,Pleura
3.838893,-8.50263,Mesothelial cell,Pleura
3.117787,-8.814011,Mesothelial cell,Pleura
3.2491119999999998,-9.183234,Mesothelial cell,Pleura
2.643643,-8.112185,Mesothelial cell,Pleura
2.967156,-8.61587,Mesothelial cell,Pleura
3.329499,-7.838587,Mesothelial cell,Pleura
3.260783,-8.740194,Mesothelial cell,Pleura
3.697838,-8.584642,Mesothelial cell,Pleura
3.773437,-9.154643,Mesothelial cell,Pleura
3.027392,-7.908669,Mesothelial cell,Pleura
2.729792,-8.207955,Mesothelial cell,Pleura
2.930752,-8.024168,Mesothelial cell,Pleura
2.964638,-8.635997,Mesothelial cell,Pleura
2.934768,-7.570083,Mesothelial cell,Pleura
3.223509,-8.635791,Mesothelial cell,Pleura
3.133393,-8.360903,Mesothelial cell,Pleura
3.338084,-8.787832,Mesothelial cell,Pleura
3.137111,-8.024383,Mesothelial cell,Pleura
4.110941,-9.100507,Mesothelial cell,Pleura
3.628898,-8.086169,Mesothelial cell,Pleura
3.29979,-9.038677,Mesothelial cell,Pleura
3.013723,-8.82523,Mesothelial cell,Pleura
3.184879,-7.664872,Mesothelial cell,Pleura
3.271783,-7.509038,Mesothelial cell,Pleura
3.257108,-8.184863,Mesothelial cell,Pleura
3.22915,-8.08266,Mesothelial cell,Pleura
3.440225,-8.412894,Mesothelial cell,Pleura
1.460046,-5.05059,Fibroblast,Pleura
3.121996,-8.024813,Mesothelial cell,Pleura
3.015128,-8.848063,Mesothelial cell,Pleura
2.87947,-8.604706,Mesothelial cell,Pleura
3.067727,-8.58422,Mesothelial cell,Pleura
2.887859,-8.654004,Mesothelial cell,Pleura
3.195614,-8.218842,Mesothelial cell,Pleura
3.206248,-8.181268,Mesothelial cell,Pleura
2.97231,-8.282959,Mesothelial cell,Pleura
2.891852,-8.108685,Mesothelial cell,Pleura
3.196032,-8.059052,Mesothelial cell,Pleura
3.800314,-8.901713,Mesothelial cell,Pleura
3.245635,-8.829307,Mesothelial cell,Pleura
3.323604,-8.740205,Mesothelial cell,Pleura
3.484056,-7.682696,Mesothelial cell,Pleura
2.922169,-7.974361,Mesothelial cell,Pleura
3.351233,-8.977831,Mesothelial cell,Pleura
3.201533,-8.2025,Mesothelial cell,Pleura
2.943923,-8.666715,Mesothelial cell,Pleura
2.857939,-8.468243,Mesothelial cell,Pleura
3.483455,-8.565934,Mesothelial cell,Pleura
2.861728,-8.488646,Mesothelial cell,Pleura
3.398204,-8.099483,Mesothelial cell,Pleura
3.017774,-8.403327,Mesothelial cell,Pleura
2.93605,-8.611763,Mesothelial cell,Pleura
3.24478,-8.771115,Mesothelial cell,Pleura
3.126435,-7.944477,Mesothelial cell,Pleura
3.255749,-8.615495,Mesothelial cell,Pleura
5.368315,-2.009955,Endothelial cell (APC),Pleura
3.003742,-8.518461,Mesothelial cell,Pleura
1.520415,-7.237819,Fibroblast,Pleura
1.717972,-6.871596,Fibroblast,Pleura
2.787817,-6.594292,Fibroblast,Pleura
3.067665,-5.990919,Fibroblast,Pleura
1.845493,-6.654297,Fibroblast,Pleura
1.950229,-6.520951,Fibroblast,Pleura
1.923044,-6.814683,Fibroblast,Pleura
1.018078,-6.822676,Fibroblast,Pleura
1.237924,-7.58515,Fibroblast,Pleura
2.909644,-5.536291,Fibroblast,Pleura
1.777581,-7.363248,Fibroblast,Pleura
2.046962,-6.171974,Fibroblast,Pleura
1.25271,-7.164002,Fibroblast,Pleura
2.302517,-6.926367,Fibroblast,Pleura
1.788152,-6.705389,Fibroblast,Pleura
1.798345,-6.021361,Fibroblast,Pleura
1.112311,-7.132507,Fibroblast,Pleura
2.189895,-6.226752,Fibroblast,Pleura
1.608978,-6.120171,Fibroblast,Pleura
1.539373,-5.958266,Fibroblast,Pleura
1.98172,-6.735492,Fibroblast,Pleura
1.895244,-5.103444,Fibroblast,Pleura
2.019358,-6.198989,Fibroblast,Pleura
2.688244,-5.981377,Fibroblast,Pleura
1.100742,-6.361613,Fibroblast,Pleura
1.450836,-5.714166,Fibroblast,Pleura
2.147645,-6.964511,Fibroblast,Pleura
1.703109,-6.365116,Fibroblast,Pleura
1.245518,-7.431943,Fibroblast,Pleura
1.813799,-7.246817,Fibroblast,Pleura
1.405907,-6.232022,Fibroblast,Pleura
1.471346,-6.114039,Fibroblast,Pleura
2.515719,-6.237978,Fibroblast,Pleura
0.886946,-4.636919,Fibroblast,Pleura
1.076408,-6.47495,Fibroblast,Pleura
2.30223,-5.635462,Fibroblast,Pleura
1.253755,-6.056572,Fibroblast,Pleura
2.413216,-5.943986,Fibroblast,Pleura
1.756335,-4.538125,Fibroblast,Pleura
1.57602,-6.549744,Fibroblast,Pleura
0.117034,-7.039817,Fibroblast,Pleura
0.847229,-6.145257,Fibroblast,Pleura
1.505272,-7.45474,Fibroblast,Pleura
1.162399,-7.061862,Fibroblast,Pleura
0.278556,-6.478305,Fibroblast,Pleura
0.202927,-5.520297,Fibroblast,Pleura
1.154194,-6.065804,Fibroblast,Pleura
2.661549,-6.394962,Fibroblast,Pleura
1.907323,-5.1042,Fibroblast,Pleura
1.075289,-4.596504,Fibroblast,Pleura
2.304416,-5.099412,Fibroblast,Pleura
2.071959,-5.432488,Fibroblast,Pleura
0.634059,-4.771768,Fibroblast,Pleura
1.751349,-5.497208,Fibroblast,Pleura
1.793307,-6.692943,Fibroblast,Pleura
1.631772,-5.35803,Fibroblast,Pleura
0.617117,-5.063663,Fibroblast,Pleura
3.022992,-5.647318,Fibroblast,Pleura
2.047744,-6.312233,Fibroblast,Pleura
1.836649,-5.392979,Fibroblast,Pleura
1.091924,-7.334078,Fibroblast,Pleura
1.394287,-4.649528,Fibroblast,Pleura
1.897667,-5.729524,Fibroblast,Pleura
2.650518,-5.384491,Fibroblast,Pleura
1.368829,-4.960016,Fibroblast,Pleura
2.328655,-6.354573,Fibroblast,Pleura
1.232226,-6.528357,Fibroblast,Pleura
1.221468,-5.977443,Fibroblast,Pleura
2.073942,-4.994535,Fibroblast,Pleura
1.085106,-6.950196,Fibroblast,Pleura
2.309727,-6.095686,Fibroblast,Pleura
2.65929,-6.025762,Fibroblast,Pleura
1.833784,-7.124821,Fibroblast,Pleura
1.742051,-5.468739,Fibroblast,Pleura
1.923914,-4.634809,Fibroblast,Pleura
1.766577,-7.327994,Fibroblast,Pleura
0.801702,-4.386042,Fibroblast,Pleura
0.749707,-6.500759,Fibroblast,Pleura
0.49803,-4.92059,Fibroblast,Pleura
0.726688,-4.86284,Fibroblast,Pleura
2.980236,-4.592552,Stromal cell,Pleura
1.390974,-4.673446,Fibroblast,Pleura
2.743429,-4.70894,Fibroblast,Pleura
2.137122,-5.072437,Fibroblast,Pleura
2.444522,-6.081161,Fibroblast,Pleura
0.414997,-6.165465,Fibroblast,Pleura
1.769809,-4.83746,Fibroblast,Pleura
1.897414,-4.493393,Fibroblast,Pleura
1.147157,-6.013517,Fibroblast,Pleura
1.32222,-5.067287,Fibroblast,Pleura
0.970876,-7.072834,Fibroblast,Pleura
1.220911,-5.060747,Fibroblast,Pleura
1.201659,-6.799025,Fibroblast,Pleura
0.98529,-4.487833,Fibroblast,Pleura
0.994517,-4.29273,Fibroblast,Pleura
0.764971,-6.217219,Fibroblast,Pleura
0.827882,-5.603519,Fibroblast,Pleura
1.299867,-4.86687,Fibroblast,Pleura
0.074877,-6.485354,Fibroblast,Pleura
0.182762,-6.423285,Fibroblast,Pleura
1.917182,-6.51067,Fibroblast,Pleura
1.702702,-7.219716,Mesothelial cell,Pleura
0.628934,-7.113833,Fibroblast,Pleura
0.697996,-6.231516,Fibroblast,Pleura
1.322228,-7.035286,Fibroblast,Pleura
0.591956,-7.073238,Fibroblast,Pleura
-0.295455,-5.507953,Fibroblast,Pleura
-0.308541,-6.2964,Fibroblast,Pleura
0.659412,-6.675736,Fibroblast,Pleura
-0.466251,-4.973086,Fibroblast,Pleura
1.057447,-4.510683,Fibroblast,Pleura
-0.095076,-5.574391,Fibroblast,Pleura
0.04078,-5.982456,Fibroblast,Pleura
-0.166386,-6.043659,Fibroblast,Pleura
-0.092597,-5.713029,Fibroblast,Pleura
1.782905,-6.200904,Fibroblast,Pleura
0.288621,-6.53515,Fibroblast,Pleura
-0.114978,-6.201089,Fibroblast,Pleura
0.199112,-6.247415,Fibroblast,Pleura
0.501291,-5.397928,Fibroblast,Pleura
0.526634,-5.534762,Fibroblast,Pleura
0.842084,-5.948608,Fibroblast,Pleura
1.43828,-4.59807,Fibroblast,Pleura
0.077508,-5.948368,Fibroblast,Pleura
-9.586691,3.546333,Neutrophil,Pleura
0.333168,-6.48855,Fibroblast,Pleura
0.591058,-4.498755,Fibroblast,Pleura
-0.540164,-5.872565,Neutrophil,Pleura
1.464128,-5.649152,Fibroblast,Pleura
0.210356,-4.989114,Fibroblast,Pleura
0.459011,-6.23454,Fibroblast,Pleura
0.714968,-6.578844,Fibroblast,Pleura
0.738135,-5.481269,Fibroblast,Pleura
0.583486,-4.702382,Fibroblast,Pleura
2.320884,-5.878846,Fibroblast,Pleura
2.669005,-8.428829,Mesothelial cell,Pleura
1.46565,-7.066673,Fibroblast,Pleura
0.007096,-5.448146,Fibroblast,Pleura
1.795462,-5.221118,Fibroblast,Pleura
0.047622,-5.819859,Fibroblast,Pleura
-0.325988,-6.31281,Fibroblast,Pleura
1.322947,-4.99879,Fibroblast,Pleura
-0.018656,-5.27923,Fibroblast,Pleura
-8.215632,4.089512,Fibroblast,Pleura
0.071029,-5.493127,Fibroblast,Pleura
-0.26773,-6.456945,Fibroblast,Pleura
-0.239619,-5.878524,Fibroblast,Pleura
0.636471,-5.289411,Fibroblast,Pleura
1.042429,-6.514833,Fibroblast,Pleura
-9.163932,4.358975,Neutrophil,Pleura
0.978707,-5.633032,Fibroblast,Pleura
-0.445518,-5.036751,Fibroblast,Pleura
0.662944,-5.217553,Fibroblast,Pleura
1.101029,-4.386045,Fibroblast,Pleura
0.597282,-5.756891,Fibroblast,Pleura
-0.074314,-4.934421,Fibroblast,Pleura
0.037729,-5.929804,Fibroblast,Pleura
1.22149,-5.703356,Fibroblast,Pleura
-8.851417,4.336489,Neutrophil,Pleura
0.961641,-6.050043,Fibroblast,Pleura
0.280256,-4.960425,Fibroblast,Pleura
-8.703607,4.268168,Neutrophil,Pleura
-0.156498,-5.156091,Fibroblast,Pleura
0.223775,-4.406585,Fibroblast,Pleura
1.940507,-4.838694,Fibroblast,Pleura
-9.156675,4.028819,Neutrophil,Pleura
0.996212,-4.468219,Fibroblast,Pleura
0.933967,-5.224475,Fibroblast,Pleura
0.423698,-4.67606,Fibroblast,Pleura
1.108729,-4.63502,Fibroblast,Pleura
1.234778,-4.544008,Fibroblast,Pleura
0.588655,-4.587147,Fibroblast,Pleura
0.349865,-4.831817,Fibroblast,Pleura
0.155878,-6.376823,Fibroblast,Pleura
1.524466,-4.796338,Fibroblast,Pleura
-7.319403,3.763889,Mesothelial cell,Pleura
0.787274,-5.577413,Fibroblast,Pleura
1.261368,-4.69618,Fibroblast,Pleura
0.387081,-5.57616,Fibroblast,Pleura
0.564368,-4.836453,Fibroblast,Pleura
2.155328,-4.518659,Fibroblast,Pleura
0.251823,-5.048871,Fibroblast,Pleura
0.736069,-4.835542,Fibroblast,Pleura
0.450677,-5.113326,Fibroblast,Pleura
0.06959,-6.29195,Fibroblast,Pleura
-8.432957,4.278711,Neutrophil,Pleura
0.854782,-4.486512,Fibroblast,Pleura
0.169624,-5.33783,Fibroblast,Pleura
1.495445,-4.123467,Fibroblast,Pleura
1.701054,-4.160917,Fibroblast,Pleura
-0.017243,-5.307662,Fibroblast,Pleura
0.861283,-4.717538,Fibroblast,Pleura
0.804909,-4.68815,Fibroblast,Pleura
0.053338000000000003,-5.577199,Fibroblast,Pleura
-0.042763,-5.652695,Fibroblast,Pleura
1.843687,-4.816841,Fibroblast,Pleura
-8.177568,4.664536,Neutrophil,Pleura
-7.312297,4.117909,Fibroblast,Pleura
-8.246377,4.371015,Neutrophil,Pleura
0.141651,-4.854829,Fibroblast,Pleura
-8.595615,4.433114,Neutrophil,Pleura
0.989742,-4.411526,Fibroblast,Pleura
0.468789,-4.396245,Fibroblast,Pleura
0.337016,-4.917886,Fibroblast,Pleura
0.406025,-4.22138,Fibroblast,Pleura
0.285906,-4.832734,Fibroblast,Pleura
0.758137,-4.535088,Fibroblast,Pleura
3.479391,-7.847087,Neutrophil,Pleura
1.315983,-4.270444,Fibroblast,Pleura
0.486969,-4.801039,Fibroblast,Pleura
0.676295,-4.302838,Fibroblast,Pleura
0.793197,-4.666038,Fibroblast,Pleura
1.989052,-6.721492,Fibroblast,Pleura
1.747083,-6.237533,Fibroblast,Pleura
1.47569,-7.439519,Fibroblast,Pleura
3.177089,-5.104722,Fibroblast,Pleura
2.122154,-6.0235,Fibroblast,Pleura
0.808762,-7.157974,Fibroblast,Pleura
1.242394,-5.263466,Fibroblast,Pleura
1.863267,-5.967101,Fibroblast,Pleura
2.769955,-5.771052,Fibroblast,Pleura
2.436659,-5.490482,Fibroblast,Pleura
1.729798,-4.351817,Fibroblast,Pleura
2.249848,-5.833268,Fibroblast,Pleura
1.401537,-5.284037,Fibroblast,Pleura
1.588489,-5.465529,Fibroblast,Pleura
1.613191,-6.654481,Fibroblast,Pleura
1.546075,-6.703517,Fibroblast,Pleura
2.340681,-5.853673,Fibroblast,Pleura
2.017446,-4.885411,Fibroblast,Pleura
1.668726,-4.480986,Fibroblast,Pleura
1.351141,-4.25339,Fibroblast,Pleura
0.873934,-4.810032,Fibroblast,Pleura
1.440685,-5.069563,Fibroblast,Pleura
2.300233,-4.094525,Fibroblast,Pleura
1.232352,-4.337542,Fibroblast,Pleura
1.899769,-4.804223,Fibroblast,Pleura
2.660917,-4.11421,Fibroblast,Pleura
1.767358,-5.69281,Fibroblast,Pleura
1.567699,-4.556139,Fibroblast,Pleura
1.307269,-4.010598,Fibroblast,Pleura
1.763892,-4.917527,Fibroblast,Pleura
0.908925,-7.020878,Fibroblast,Pleura
0.594121,-5.729204,Fibroblast,Pleura
1.292732,-5.463475,Fibroblast,Pleura
1.642444,-6.885822,Fibroblast,Pleura
1.572699,-5.023719,Fibroblast,Pleura
1.17945,-4.054598,Fibroblast,Pleura
1.846709,-4.659087,Fibroblast,Pleura
1.594134,-3.937801,Fibroblast,Pleura
1.447061,-5.235925,Fibroblast,Pleura
1.879461,-4.761499,Fibroblast,Pleura
1.442842,-5.3208,Fibroblast,Pleura
2.879186,-5.269527,Fibroblast,Pleura
1.15415,-6.150036,Fibroblast,Pleura
1.864678,-4.196602,Fibroblast,Pleura
1.738876,-4.528136,Fibroblast,Pleura
0.985702,-4.362097,Fibroblast,Pleura
1.650894,-4.80691,Fibroblast,Pleura
2.187387,-5.161757,Fibroblast,Pleura
1.586493,-4.268885,Fibroblast,Pleura
