"gene","logFC","AveExpr","t","pvalue","padj"
"CYP4F12",-1.6715,6.5685,-3.7526,0.000175,0.0008078
"CYP4F11",0.0337,6.9927,0.0627,0.95,0.9655
"TPM4",0.5815,14.2539,3.5593,0.0003719,0.001542
"RAB8A",0.7883,11.206,6.3572,2.055e-10,4.365e-09
"HSH2D",1.8816,7.8538,5.2916,1.213e-07,1.36e-06
"FAM32A",0.1404,11.0182,1.0709,0.2842,0.3962
"AP1M1",0.0159,10.529,0.1181,0.906,0.9349
"KLF2",-0.9663,10.2538,-2.956,0.003117,0.009404
"EPS15L1",0.6249,10.5579,4.2303,2.334e-05,0.0001398
"C19orf44",0.1935,9.9826,1.3104,0.1901,0.2882
"CHERP",0.2063,10.9391,1.3789,0.1679,0.2611
"SLC35E1",0.1524,11.695,1.6092,0.1076,0.1825
"CTD-3222D19.2",0.0994,8.6819,0.6525,0.5141,0.6232
"MED26",0.3031,8.9172,2.2707,0.02317,0.0515
"CTC-429P9.4",0.0657,9.702,0.5995,0.5488,0.6549
"SMIM7",0.0559,11.0549,0.5212,0.6023,0.7014
"TMEM38A",0.352,7.9081,1.3783,0.1681,0.2614
"NWD1",-1.2172,6.5588,-2.8793,0.003986,0.01162
"SIN3B",-0.2687,10.7046,-1.9164,0.05531,0.1058
"F2RL3",0.9166,7.0045,2.9777,0.002904,0.008846
"CPAMD8",-2.4204,8.7034,-7.8706,3.53e-15,1.973e-13
"HAUS8",0.688,8.0228,3.4294,0.000605,0.002334
"MYO9B",0.2883,11.4204,1.8394,0.06585,0.1223
"USE1",-0.0887,8.9967,-0.4306,0.6668,0.7545
"OCEL1",0.1061,8.8375,0.4394,0.6604,0.7497
"NR2F6",0.7882,10.3876,4.2268,2.371e-05,0.0001417
"AC010646.3",0.0746,7.3796,0.4112,0.6809,0.7661
"BABAM1",0.0055,10.6887,0.032,0.9745,0.9824
"USHBP1",-1.796,7.4872,-5.7363,9.677e-09,1.432e-07
"CTD-2278I10.6",-0.0317,9.9674,-0.2,0.8414,0.8904
"ANKLE1",0.7045,5.9781,1.5841,0.1132,0.1902
"MRPL34",0.16,9.71,0.8685,0.3851,0.4999
"ABHD8",-0.0393,8.5689,-0.2062,0.8367,0.8868
"DDA1",0.3693,9.9825,2.3707,0.01776,0.04124
"ANO8",0.1457,9.1424,0.9616,0.3363,0.4516
"GTPBP3",0.5248,8.9386,2.8555,0.004297,0.01242
"PLVAP",-0.6921,11.7249,-2.5213,0.01169,0.0289
"BST2",0.7847,11.4627,2.4871,0.01288,0.03135
"MVB12A",0.1471,9.7156,0.8282,0.4075,0.523
"TMEM221",-1.0401,6.1296,-3.8458,0.0001202,0.000582
"SLC27A1",-0.9872,10.4062,-5.2618,1.426e-07,1.575e-06
"PGLS",0.2044,10.206,0.9683,0.3329,0.4482
"FAM129C",0.631,5.7749,1.488,0.1368,0.2217
"COLGALT1",0.8337,11.5784,4.5364,5.722e-06,4.131e-05
"UNC13A",3.1997,6.0045,6.0949,1.095e-09,1.983e-08
"MAP1S",0.0932,9.974,0.4455,0.656,0.7462
"FCHO1",-0.1608,7.2007,-0.4903,0.6239,0.7193
"B3GNT3",-1.2602,7.3178,-2.2063,0.02737,0.05907
"JAK3",0.049,8.3139,0.1624,0.871,0.9116
"RPL18A",-0.139,11.1011,-0.5159,0.6059,0.7043
"CCDC124",0.2164,9.8105,0.7531,0.4514,0.5653
"KCNN1",0.3091,5.7516,0.5982,0.5497,0.6557
"ARRDC2",-0.6817,9.9856,-2.7219,0.006491,0.0176
"IL12RB1",0.1846,6.7279,0.6865,0.4924,0.6039
"MAST3",-0.13,9.1641,-0.9741,0.33,0.4451
"PIK3R2",1.1077,11.2531,5.5602,2.695e-08,3.566e-07
"IFI30",1.2323,11.3745,3.8082,0.00014,0.0006667
"AC007192.4",1.1783,12.3847,5.2261,1.731e-07,1.866e-06
"MPV17L2",0.6468,8.6223,2.9817,0.002866,0.008747
"RAB3A",1.1078,7.4633,3.7831,0.0001549,0.0007263
"PDE4C",-0.1685,5.8061,-0.5167,0.6054,0.7041
"KIAA1683",-1.4171,8.4348,-4.033,5.508e-05,0.0002968
"JUND",-0.472,12.2471,-1.6606,0.09679,0.1675
"LSM4",1.0864,10.8465,4.3406,1.421e-05,9.095e-05
"PGPEP1",-0.5129,10.1291,-2.2966,0.02164,0.0486
"GDF15",1.4448,7.9176,2.9508,0.003169,0.009542
"LRRC25",-0.2454,7.7329,-0.8526,0.3939,0.5087
"SSBP4",0.0965,9.2822,0.397,0.6913,0.7745
"ISYNA1",0.6315,10.4365,1.9993,0.04557,0.08999
"ELL",-0.049,9.5784,-0.3509,0.7256,0.8011
"FKBP8",-0.2101,12.266,-0.8834,0.377,0.4917
"KXD1",0.0559,10.8481,0.4671,0.6404,0.7329
"UBA52",0.0029,13.481,0.0145,0.9885,0.9924
"C19orf60",-0.2991,8.6377,-1.1649,0.2441,0.3514
"CRLF1",0.181,8.127,0.6714,0.502,0.6127
"TMEM59L",-0.4098,6.3865,-0.841,0.4004,0.5155
"KLHL26",-0.1134,8.9433,-0.7449,0.4564,0.5698
"CRTC1",-0.1374,9.4713,-1.0875,0.2768,0.388
"COMP",4.7012,8.7929,7.895,2.904e-15,1.67e-13
"UPF1",-0.0236,11.8559,-0.1907,0.8488,0.8958
"GDF1",-0.4403,6.1132,-1.1566,0.2474,0.355
"CERS1",-0.2256,6.3346,-0.5588,0.5763,0.6793
"COPE",0.4873,11.2393,2.1654,0.03036,0.06439
"DDX49",0.2964,10.1256,1.5194,0.1287,0.2113
"AC002985.3",0.4719,9.8271,1.9232,0.05446,0.1045
"HOMER3",0.5516,9.3962,1.9363,0.05283,0.1019
"SUGP2",0.3091,11.3419,1.8873,0.05912,0.1117
"ARMC6",0.289,9.6966,1.4179,0.1562,0.2466
"SLC25A42",-0.8541,8.6837,-5.5632,2.648e-08,3.518e-07
"TMEM161A",0.1023,9.3249,0.4743,0.6353,0.7286
"MEF2B",-0.077,7.213,-0.3615,0.7177,0.7956
"BORCS8-MEF2B",-0.0205,8.2156,-0.1504,0.8804,0.9181
"BORCS8",0.2663,8.9951,1.7336,0.08298,0.1477
"RFXANK",0.5474,10.1258,2.5964,0.009421,0.02405
"NR2C2AP",0.6135,9.5924,2.7533,0.0059,0.01621
"HAPLN4",-1.2061,6.0106,-2.5153,0.01189,0.02933
"TM6SF2",1.2653,5.9573,3.9367,8.261e-05,0.0004211
"SUGP1",0.2197,9.6677,1.6016,0.1092,0.1849
"MAU2",-0.0513,11.0716,-0.4446,0.6566,0.7467
"GATAD2A",0.6692,11.2315,4.872,1.105e-06,9.666e-06
"TSSK6",0.1405,6.3113,0.5819,0.5606,0.6656
"NDUFA13",0.2047,11.3389,0.7237,0.4693,0.582
"CTC-260F20.3",0.2026,11.2324,0.7329,0.4636,0.5767
"YJEFN3",0.9031,7.1567,2.6313,0.008505,0.02204
"CILP2",3.3017,7.5218,7.0788,1.454e-12,4.896e-11
"PBX4",-0.0146,6.2047,-0.0487,0.9612,0.9731
"LPAR2",0.6569,8.8689,2.3424,0.01916,0.04387
"GMIP",0.5421,9.0391,3.2508,0.001151,0.004018
"ATP13A1",0.5366,10.9507,3.5247,0.0004239,0.001725
"ZNF101",0.2261,9.0156,1.2638,0.2063,0.3075
"ZNF14",-0.3236,8.8483,-2.134,0.03284,0.06867
"ZNF506",-0.0361,9.5693,-0.1949,0.8454,0.8932
"ZNF253",0.2287,9.1014,1.224,0.2209,0.3248
"ZNF93",1.5025,8.5339,6.7415,1.568e-11,4.256e-10
"ZNF682",0.6736,7.8345,2.8244,0.004737,0.01348
"ZNF90",0.8403,9.5192,3.037,0.002389,0.007482
"ZNF486",0.843,9.0742,2.799,0.005127,0.0144
"ZNF737",0.1515,8.8712,0.5316,0.595,0.6954
"ZNF626",0.316,9.2591,1.0978,0.2723,0.3832
"ZNF66",0.7818,6.7645,2.2915,0.02193,0.04918
"ZNF85",0.67,8.2795,3.527,0.0004203,0.001715
"ZNF430",0.0841,8.9246,0.4652,0.6418,0.7339
"ZNF714",0.7087,8.4796,2.572,0.01011,0.02554
"ZNF431",0.2603,9.5935,1.323,0.1858,0.2829
"ZNF708",-0.2008,8.6057,-1.227,0.2198,0.3234
"ZNF738",0.9303,8.078,4.3181,1.574e-05,9.956e-05
"ZNF493",-0.1143,9.1415,-0.4361,0.6628,0.7514
"CTD-2561J22.3",-0.0623,5.9057,-0.1835,0.8544,0.8995
"ZNF429",-0.121,8.7796,-0.6483,0.5168,0.6257
"ZNF100",0.5453,8.8801,2.8113,0.004934,0.01396
"ZNF43",1.0824,10.1103,4.7994,1.591e-06,1.334e-05
"ZNF208",-0.8157,6.7614,-1.8727,0.0611,0.1149
"ZNF257",0.5284,7.1779,1.8221,0.06845,0.1262
"ZNF676",-2.2295,6.3383,-5.2268,1.725e-07,1.86e-06
"ZNF98",0.0445,6.4235,0.0936,0.9254,0.9481
"ZNF492",0.45,6.2505,1.0106,0.3122,0.4259
"ZNF99",-1.0872,5.7754,-2.2865,0.02223,0.04968
"ZNF728",-1.869,5.7226,-4.0661,4.781e-05,0.000262
"ZNF730",2.1959,6.1724,5.2188,1.801e-07,1.932e-06
"ZNF724",1.5697,6.7371,5.0852,3.672e-07,3.645e-06
"RP11-15H20.8",0.6697,6.8511,2.5491,0.0108,0.02704
"ZNF91",0.4161,10.4393,2.0833,0.03722,0.07593
"ZNF675",0.6835,8.6092,3.9722,7.121e-05,0.0003708
"ZNF681",1.004,8.3009,4.4031,1.067e-05,7.08e-05
"ZNF726",1.065,7.2371,3.7118,0.0002058,0.0009277
"ZNF254",0.3542,9.4744,1.9581,0.05022,0.09767
"UQCRFS1",0.0174,10.9366,0.0989,0.9212,0.9454
"POP4",0.7739,9.888,3.6007,0.0003173,0.001346
"PLEKHF1",-0.5408,8.4917,-1.6164,0.106,0.1805
"C19orf12",-0.3001,10.0748,-0.9995,0.3176,0.4318
"CCNE1",3.2191,7.1163,7.4169,1.199e-13,5.012e-12
"URI1",0.3527,11.404,1.8088,0.07048,0.1294
"TSHZ3",-0.1697,9.1437,-0.5839,0.5593,0.6645
"ZNF507",-0.1588,10.2299,-0.8215,0.4114,0.5265
"DPY19L3",0.5483,10.4885,3.4182,0.0006304,0.002415
"PDCD5",0.8044,9.9158,3.3696,0.0007528,0.002798
"ANKRD27",0.4536,10.4296,2.2675,0.02336,0.05184
"NUDT19",0.6652,9.5301,2.691,0.007123,0.01904
"TDRD12",1.5063,6.3828,2.4788,0.01318,0.032
"SLC7A9",0.8976,5.7558,2.3542,0.01856,0.04277
"CEP89",0.6906,10.1991,5.8379,5.285e-09,8.269e-08
"FAAP24",1.2653,7.5741,7.0182,2.247e-12,7.179e-11
"RHPN2",0.0573,9.9372,0.1812,0.8562,0.901
"GPATCH1",0.1642,9.0808,1.3893,0.1647,0.2573
"WDR88",0.4694,6.1038,1.5979,0.1101,0.186
"LRP3",-0.2636,10.3704,-1.1511,0.2497,0.3574
"SLC7A10",-2.991,7.2974,-6.4582,1.06e-10,2.409e-09
"CEBPA",-1.7499,10.1303,-4.9808,6.333e-07,5.928e-06
"CEBPG",0.2862,10.7833,1.2296,0.2189,0.3224
"PEPD",-0.5707,10.5885,-3.103,0.001916,0.006207
"CHST8",0.4716,6.9592,0.7102,0.4776,0.5898
"KCTD15",0.6136,10.0128,2.9082,0.003636,0.01076
"LSM14A",0.363,12.2874,2.6107,0.009034,0.02321
"KIAA0355",-0.3742,10.6581,-1.9503,0.05113,0.09918
"GPI",0.8048,13.1246,2.8912,0.003838,0.01125
"RP11-618P17.4",0.7445,10.167,2.785,0.005352,0.01493
"PDCD2L",0.7625,7.9511,2.9895,0.002794,0.008569
"UBA2",0.185,11.7661,0.9541,0.34,0.4555
"WTIP",-0.3176,9.0024,-0.9606,0.3367,0.4521
"SCGB2B2",0.1937,6.1085,0.6133,0.5397,0.6464
"ZNF302",-0.0466,10.2975,-0.3863,0.6992,0.7809
"ZNF181",-0.4078,9.1596,-2.5304,0.01139,0.02827
"ZNF599",-0.1109,8.0915,-0.8126,0.4164,0.5312
"ZNF30",0.3572,7.9946,3.1449,0.001662,0.005504
"ZNF792",-0.0154,8.3228,-0.0921,0.9266,0.9489
"GRAMD1A",0.9503,10.9929,6.8178,9.246e-12,2.607e-10
"SCN1B",-0.3002,8.3509,-1.1177,0.2637,0.3735
"HPN",1.5026,9.3831,4.7737,1.809e-06,1.492e-05
"FXYD3",0.799,11.2952,1.9045,0.05685,0.1082
"LGI4",-2.4303,7.6829,-7.334,2.235e-13,8.994e-12
"FXYD1",-3.9578,8.2403,-9.6964,3.123e-22,5.588e-20
"FXYD5",0.4552,11.1696,1.6114,0.1071,0.1819
"LSR",1.1307,11.2683,4.7537,1.998e-06,1.623e-05
"USF2",0.2876,11.5442,1.5497,0.1212,0.2015
"HAMP",0.143,6.1777,0.3119,0.7551,0.8243
"MAG",0.5956,5.7675,0.9825,0.3259,0.4405
"CD22",1.0621,7.5807,2.5315,0.01136,0.02822
"FFAR2",-0.4042,6.2952,-0.8758,0.3812,0.496
"DMKN",-0.1577,9.3047,-0.367,0.7136,0.7924
"GAPDHS",0.3009,6.3681,0.945,0.3447,0.46
"TMEM147",0.7529,10.7304,3.4144,0.0006392,0.002444
"HAUS5",0.3971,9.1577,2.4615,0.01384,0.03336
"RBM42",0.2283,10.5721,1.1712,0.2415,0.3484
"ETV2",0.3996,6.0083,1.4836,0.1379,0.2231
"COX6B1",0.4072,11.7991,1.5324,0.1254,0.2071
"KMT2B",0.2766,10.8492,2.0755,0.03794,0.07711
"IGFLR1",0.1923,7.8079,0.9182,0.3585,0.4738
"AD000671.6",-0.0463,8.3355,-0.3056,0.7599,0.8282
"U2AF1L4",-0.0718,8.2597,-0.4815,0.6302,0.7243
"PSENEN",1.2592,10.7555,5.3204,1.035e-07,1.18e-06
"LIN37",0.4317,8.3686,2.403,0.01626,0.03828
"AC002398.9",1.0751,10.0222,4.8633,1.155e-06,1.005e-05
"HSPB6",-3.2485,10.5503,-7.1195,1.083e-12,3.799e-11
"PROSER3",0.8757,8.8929,4.4965,6.909e-06,4.866e-05
"ARHGAP33",0.7713,8.4996,2.9548,0.003128,0.009432
"APLP1",0.7827,7.315,2.0704,0.03841,0.07793
"NFKBID",-0.1763,7.5976,-0.6233,0.5331,0.6403
"HCST",-0.5301,7.5193,-1.6129,0.1068,0.1815
"TYROBP",0.0437,9.9081,0.1391,0.8894,0.9237
"LRFN3",0.1907,8.9678,1.352,0.1764,0.2717
"SDHAF1",0.178,8.34,0.9867,0.3238,0.4385
"SYNE4",0.8099,8.6605,2.3457,0.01899,0.04356
"ALKBH6",0.7186,7.9712,4.0112,6.041e-05,0.0003218
"CLIP3",-0.1167,9.7976,-0.4486,0.6537,0.7443
"THAP8",0.3359,7.8602,2.0822,0.03733,0.07609
"WDR62",3.0017,7.922,10.2119,1.753e-24,4.342e-22
"POLR2I",0.4634,9.5911,1.9104,0.05608,0.107
"TBCB",0.8183,10.6143,3.6878,0.0002262,0.001005
"CAPNS1",0.1929,13.2528,1.0779,0.2811,0.3928
"COX7A1",-2.0822,8.6663,-6.2479,4.16e-10,8.393e-09
"ZNF146",0.5693,11.9352,3.629,0.0002845,0.001225
"ZNF565",0.4506,7.6102,2.5955,0.009445,0.02408
"ZFP14",-0.0724,9.1504,-0.3841,0.7009,0.7823
"ZFP82",0.3601,8.4752,1.8807,0.06002,0.1131
"ZNF566",0.0278,8.6343,0.1867,0.8519,0.8977
"ZNF260",0.5976,10.2615,3.3589,0.0007824,0.002886
"ZNF529",0.0899,9.283,0.5423,0.5876,0.6887
"ZNF382",1.1087,7.8051,4.0096,6.083e-05,0.0003236
"ZNF461",0.2534,8.0865,1.6494,0.09906,0.1707
"ZNF567",0.2175,8.3934,1.1481,0.2509,0.3589
"ZNF850",0.9305,7.5313,3.1119,0.001859,0.00605
"ZNF790",0.2487,8.1489,1.3791,0.1679,0.261
"ZNF345",-0.1717,7.892,-0.7308,0.4649,0.5778
"ZNF829",0.7302,8.391,2.6587,0.007843,0.02059
"ZNF568",-0.0047,8.8055,-0.0258,0.9794,0.9856
"ZNF420",0.0861,8.9618,0.6107,0.5414,0.6479
"ZNF585A",0.2807,9.0658,1.2819,0.1999,0.3
"CTC-454I21.3",0.1178,7.6183,0.6248,0.5321,0.6396
"ZNF585B",0.4149,9.4284,1.7792,0.07521,0.1362
"ZNF383",-0.4232,8.8739,-3.0548,0.002252,0.007113
"HKR1",0.4949,10.6765,2.9614,0.003063,0.009265
"ZNF527",-0.2475,8.2211,-2.1789,0.02934,0.06256
"ZNF569",0.291,8.4923,1.6524,0.09845,0.1697
"ZNF570",0.3152,8.7643,1.4251,0.1541,0.244
"ZNF793",0.5022,8.7009,1.8095,0.07037,0.1293
"ZNF571",0.259,8.069,1.2532,0.2101,0.3121
"ZNF540",-0.8197,7.5482,-2.9936,0.002757,0.008463
"ZNF781",-0.9402,6.8438,-2.8586,0.004255,0.01231
"ZFP30",0.576,9.0986,2.5915,0.009557,0.0243
"CTD-2528L19.4",0.3071,6.4678,0.8791,0.3793,0.494
"ZNF607",0.5872,8.871,2.3548,0.01853,0.04274
"ZNF573",-0.2212,7.5579,-0.9111,0.3623,0.4777
"SIPA1L3",1.0932,11.1315,4.7939,1.636e-06,1.364e-05
"DPF1",1.7651,5.8744,4.0831,4.444e-05,0.0002456
"PPP1R14A",-2.7731,7.8303,-9.2268,2.789e-20,3.621e-18
"SPINT2",1.0889,13.1888,3.1798,0.001474,0.004954
"CTB-102L5.4",1.2225,11.2126,3.7948,0.0001477,0.0006972
"C19orf33",2.6388,8.008,5.3778,7.541e-08,9e-07
"YIF1B",0.9986,9.648,3.9608,7.47e-05,0.0003861
"KCNK6",1.5381,9.9013,4.2225,2.416e-05,0.0001441
"CATSPERG",0.6791,7.4697,2.0913,0.0365,0.07477
"PSMD8",0.721,11.9967,3.0666,0.002165,0.006882
"GGN",0.2199,5.8604,0.6708,0.5024,0.613
"SPRED3",1.9356,7.1126,5.7555,8.638e-09,1.296e-07
"FAM98C",0.2485,8.8377,1.2864,0.1983,0.2981
"RASGRP4",-0.5756,6.8703,-1.6129,0.1068,0.1815
"RYR1",-1.2725,8.4003,-3.7899,0.0001507,0.000709
"MAP4K1",0.3579,7.5433,1.6333,0.1024,0.1755
"EIF3K",-0.0102,12.1244,-0.0477,0.962,0.9736
"ACTN4",0.2585,13.965,1.2899,0.1971,0.2966
"CAPN12",0.6813,10.5901,2.6636,0.007732,0.02035
"LGALS7",0.4947,6.2269,0.8097,0.4181,0.5329
"LGALS7B",0.2699,6.3076,0.4261,0.67,0.7573
"LGALS4",0.4207,5.8955,0.9067,0.3646,0.48
"ECH1",-0.2411,12.0491,-1.1394,0.2545,0.3632
"AC104534.3",0.0776,12.1859,0.3866,0.6991,0.7808
"HNRNPL",0.7069,12.7653,5.7714,7.863e-09,1.191e-07
"RINL",0.6763,8.3153,2.7924,0.005233,0.01464
"SIRT2",-0.1027,10.8257,-0.5456,0.5853,0.6868
"NFKBIB",0.3347,8.8813,1.6525,0.09843,0.1697
"SARS2",0.3823,9.0902,1.6947,0.09013,0.158
"MRPS12",0.8922,9.4079,3.2825,0.001029,0.003651
"CTC-360G5.8",0.2308,9.0548,1.0777,0.2812,0.3928
"FBXO17",-0.4645,8.6703,-1.522,0.128,0.2106
"FBXO27",-0.548,8.2051,-1.7581,0.07873,0.1416
"PAK4",1.0525,11.0261,4.6715,2.989e-06,2.325e-05
"NCCRP1",-0.3571,6.96,-0.7497,0.4534,0.5669
"LRFN1",1.5588,7.4431,5.1257,2.965e-07,3.013e-06
"GMFG",-0.9078,8.7135,-3.4349,0.0005927,0.002292
"SAMD4B",0.8905,11.8497,4.4003,1.081e-05,7.161e-05
"PAF1",0.3786,11.141,2.4751,0.01332,0.03229
"MED29",0.4121,11.2596,3.9295,8.514e-05,0.0004321
"ZFP36",-1.364,12.6611,-3.4527,0.000555,0.002169
"PLEKHG2",0.8613,9.8829,3.5812,0.0003421,0.001434
"RPS16",0.29,13.7057,1.1663,0.2435,0.3507
"SUPT5H",0.6386,12.1031,3.417,0.0006332,0.002425
"TIMM50",0.8131,10.5884,3.4518,0.0005569,0.002175
"EID2B",-0.3313,6.8239,-2.1947,0.02819,0.06052
"EID2",0.2846,8.8127,1.4816,0.1385,0.2238
"DYRK1B",0.6658,9.7957,4.2745,1.916e-05,0.0001179
"FBL",0.3122,12.0014,1.177,0.2392,0.3458
"FCGBP",-0.4665,10.3011,-1.1261,0.2601,0.3694
"PSMC4",0.9156,11.0602,4.4119,1.025e-05,6.84e-05
"ZNF546",0.1178,8.1228,0.449,0.6534,0.744
"ZNF780B",-0.0181,9.2934,-0.0711,0.9433,0.9608
"ZNF780A",-0.0198,9.2788,-0.1123,0.9106,0.9381
"MAP3K10",0.4083,8.4216,1.858,0.06317,0.1182
"CNTD2",3.0781,6.8176,6.8523,7.266e-12,2.112e-10
"AKT2",0.1658,12.1001,0.9004,0.3679,0.4833
"C19orf47",0.5086,9.2441,2.7809,0.005422,0.0151
"PLD3",-0.1116,12.4338,-0.5602,0.5754,0.6785
"HIPK4",-0.142,5.6319,-0.4099,0.6819,0.7666
"PRX",-1.3547,8.4859,-4.3764,1.207e-05,7.9e-05
"SERTAD1",-0.8618,9.4004,-2.8928,0.003819,0.0112
"SERTAD3",0.2382,10.2879,1.0919,0.2749,0.386
"BLVRB",0.0497,10.6093,0.1601,0.8728,0.9128
"SPTBN4",0.0239,7.2474,0.0691,0.9449,0.9623
"SHKBP1",0.6981,10.2565,3.818,0.0001345,0.0006429
"LTBP4",-2.0546,11.1677,-7.6326,2.3e-14,1.119e-12
"NUMBL",0.2916,9.4072,1.5417,0.1231,0.204
"COQ8B",0.3282,9.8198,2.0301,0.04234,0.08462
"ITPKC",-0.1185,10.3941,-0.5714,0.5677,0.6718
"C19orf54",0.564,9.3722,3.7717,0.0001622,0.0007554
"SNRPA",0.5747,10.6755,2.8149,0.004879,0.01382
"MIA",-1.3978,8.1052,-2.3886,0.01691,0.03956
"MIA-RAB4B",-0.7426,9.1475,-2.2587,0.0239,0.05279
"RAB4B",0.479,9.3692,2.6713,0.007556,0.01996
"RAB4B-EGLN2",0.4393,11.0352,2.2195,0.02646,0.05746
"EGLN2",0.5368,11.1509,2.9515,0.003162,0.009525
"CYP2A6",-0.3674,6.7664,-0.6109,0.5413,0.6478
"CYP2A7",3.3523,6.3771,4.5887,4.461e-06,3.308e-05
"CTC-490E21.12",0.4478,7.2084,1.849,0.06447,0.1202
"CYP2S1",0.782,7.1164,3.3773,0.0007321,0.002732
"AXL",-0.3042,10.9331,-1.1408,0.2539,0.3625
"HNRNPUL1",0.5393,13.1854,4.446,8.75e-06,5.979e-05
"CCDC97",0.3679,10.7135,2.5811,0.009849,0.02495
"TGFB1",0.6435,10.8639,4.4453,8.778e-06,5.993e-05
"B9D2",0.1848,7.4085,0.8506,0.395,0.5097
"TMEM91",-0.2205,7.943,-1.0116,0.3117,0.4255
"EXOSC5",0.6004,9.0512,2.2625,0.02367,0.0524
"CTC-435M10.3",-0.2125,10.5159,-1.0081,0.3134,0.4273
"BCKDHA",-0.2157,10.5047,-0.9941,0.3202,0.4345
"B3GNT8",-0.0341,7.2635,-0.1196,0.9048,0.9343
"ATP5SL",0.1078,10.2874,0.6551,0.5124,0.6219
"CEACAM21",-0.5811,6.2255,-2.2846,0.02234,0.04986
"CEACAM7",0.7685,5.7603,1.1515,0.2495,0.3572
"CEACAM5",5.3831,7.2348,7.3323,2.262e-13,9.082e-12
"AC011513.3",3.4715,6.5484,4.9283,8.294e-07,7.468e-06
"CEACAM6",3.3121,8.6034,4.6731,2.967e-06,2.309e-05
"RPS19",0.1031,14.147,0.3629,0.7167,0.7949
"CD79A",-0.4674,7.3382,-1.0355,0.3004,0.4142
"ARHGEF1",0.4631,11.0398,2.5936,0.009497,0.02419
"RABAC1",0.3231,10.5719,1.3484,0.1775,0.2729
"ATP1A3",1.3697,6.0203,4.2973,1.729e-05,0.0001079
"GRIK5",0.1242,7.2014,0.2873,0.7739,0.8394
"ZNF574",0.1314,9.6975,1.0168,0.3092,0.4232
"POU2F2",-0.0195,7.929,-0.0654,0.9478,0.9639
"DEDD2",0.417,9.6231,2.876,0.004027,0.01172
"ZNF526",0.0995,8.9992,0.8842,0.3766,0.4914
"GSK3A",0.5678,11.2387,4.6584,3.187e-06,2.462e-05
"AC006486.9",0.1963,9.1664,1.1667,0.2433,0.3505
"ERF",0.1895,10.489,0.9663,0.3339,0.4493
"CIC",-0.0416,11.6004,-0.3106,0.7561,0.8251
"PAFAH1B3",1.9728,9.7194,6.8859,5.744e-12,1.706e-10
"PRR19",1.6256,7.8786,5.7611,8.356e-09,1.257e-07
"TMEM145",3.182,6.0602,5.9443,2.776e-09,4.626e-08
"MEGF8",-0.2472,11.0118,-1.3348,0.1819,0.2785
"CNFN",0.5234,6.9258,1.5021,0.1331,0.217
"LIPE",-3.3437,10.4091,-6.689,2.247e-11,5.912e-10
"CXCL17",1.2028,7.2968,2.1486,0.03167,0.06667
"CEACAM1",0.1343,9.8411,0.4363,0.6626,0.7514
"LYPD3",0.2162,9.653,0.6141,0.5392,0.646
"PHLDB3",0.77,8.384,2.5016,0.01236,0.03035
"ETHE1",-0.0488,9.5277,-0.2612,0.794,0.8547
"ZNF575",-0.1903,7.8014,-1.152,0.2493,0.357
"XRCC1",0.4755,10.3068,2.8368,0.004557,0.01304
"PINLYP",-0.4781,6.8729,-1.6293,0.1033,0.1767
"L34079.2",0.256,7.3581,1.4551,0.1456,0.2334
"IRGQ",0.571,10.2735,3.3678,0.0007577,0.002813
"ZNF576",-0.0696,8.8928,-0.6834,0.4944,0.6057
"SRRM5",0.5444,8.8289,2.8411,0.004496,0.0129
"ZNF428",0.6313,9.542,2.7321,0.006293,0.01712
"CADM4",0.4221,9.9739,1.6402,0.101,0.1734
"PLAUR",1.6689,9.39,5.9016,3.6e-09,5.843e-08
"SMG9",0.5546,9.9961,4.2748,1.913e-05,0.0001178
"KCNN4",-0.5755,9.4465,-1.402,0.1609,0.2526
"LYPD5",0.5214,7.4182,1.8345,0.06659,0.1234
"ZNF283",0.0833,8.348,0.4363,0.6626,0.7514
"ZNF404",-0.4772,7.4362,-1.9618,0.04979,0.09693
"ZNF45",-0.1531,9.226,-0.8918,0.3725,0.4877
"ZNF221",0.5102,6.7138,1.4195,0.1558,0.2461
"ZNF155",-0.049,8.3866,-0.2763,0.7823,0.8457
"ZNF230",-0.1299,8.0048,-0.9472,0.3435,0.4589
"ZNF222",0.1523,7.4147,0.8304,0.4063,0.5217
"ZNF223",0.2691,7.9467,1.0591,0.2896,0.4022
"AC084219.2",0.3283,8.2183,1.3238,0.1856,0.2827
"ZNF284",0.5773,7.8232,2.5578,0.01053,0.02645
"ZNF224",0.1577,9.7319,0.7524,0.4518,0.5655
"ZNF225",-0.0549,8.1525,-0.2819,0.778,0.8427
"ZNF234",0.2303,8.7573,1.0555,0.2912,0.4037
"ZNF226",0.0885,9.2237,0.51,0.6101,0.7077
"ZNF227",0.1082,9.3814,0.653,0.5138,0.6229
"ZNF233",0.7904,6.922,2.2153,0.02674,0.05793
"ZNF235",0.3314,8.6653,1.3588,0.1742,0.2692
"ZNF112",0.1308,8.3085,0.5706,0.5683,0.6722
"ZNF285",0.4138,7.6238,1.1298,0.2585,0.3676
"CTC-512J12.6",0.1602,6.1994,0.4356,0.6631,0.7517
"ZNF229",-0.4022,8.0583,-0.9618,0.3362,0.4515
"ZNF180",0.125,8.9998,0.7707,0.4409,0.5549
"PVR",0.8623,9.4826,2.5458,0.0109,0.02726
"CEACAM19",0.7315,7.6343,2.0534,0.04003,0.08077
